replicate,K_W_per_K,UA_W_per_K,SSE,success
52,27732.405765162777,1798.4490433235837,0.6793540641320741,True
53,28137.669120325285,1798.3375058400543,0.8903255414175817,True
54,28511.56163879985,1797.800600407347,0.8525223794001313,True
55,28458.11153730766,1799.6881416933154,1.1068361894810752,True
56,28308.016315290875,1795.5361111502843,1.3060624637545248,True
57,27478.77840282778,1803.3822284865864,1.2590988763517783,True
58,28124.813796310504,1794.7513306769442,1.0672104516523562,True
59,27669.65572916323,1805.5688092334901,0.5540311154139714,True
60,28044.330534694538,1795.8371931670722,1.655778080700979,True
61,27678.879119876092,1797.0529914241554,1.671793213709361,True
62,27638.01306388549,1796.710905699658,0.7250160272499133,True
63,28158.16051272696,1796.82831693182,0.9022629430004074,True
64,28055.530061087833,1798.8999562593265,1.0218944719339673,True
65,28240.21421093692,1793.9245426774075,1.57444508669232,True
66,27977.941232176,1793.7656247828609,1.7558880044241039,True
67,28152.66272848224,1796.2947510914769,1.0536113125211062,True
68,28196.974959629177,1796.02742711948,1.264215909221134,True
69,27995.463846658015,1795.1512716421935,1.2227212391166535,True
70,27745.359552808575,1807.629815543552,0.881197068507747,True
71,28030.920024397412,1802.177569721788,1.2996537735643077,True
72,27704.06419912404,1800.2434215258045,0.9979478918262115,True
73,27946.5895284518,1801.2640653929798,1.106821182064642,True
74,27723.11265178408,1799.4809228449321,1.1937728604743731,True
75,28070.671691860854,1799.524159608661,1.0059286939051262,True
76,27910.336150029478,1798.070822341364,1.7928984895973281,True
77,27938.714731886004,1794.0318770774575,1.9193154557916428,True
78,27795.620397971517,1795.426169336922,0.8330958108302481,True
79,27923.84788292616,1803.7670733334498,0.8690751975466694,True
80,27974.067228996068,1802.262191918698,1.4174109043254643,True
81,28366.437444458403,1792.7435286169912,1.2148982090621698,True
82,27768.722501017284,1797.9070375159956,1.2389422012340723,True
83,28059.29649335218,1799.6689912137463,1.3721381598351552,True
84,27741.85533393096,1802.8397858252472,0.8862886252510966,True
85,28293.33443713381,1800.174963577053,1.3106289328429854,True
86,27782.369268025337,1800.3733570816426,1.3023917443707111,True
87,28169.522590000364,1800.5102725934282,0.9818522963806469,True
88,27694.40539686127,1797.8361642641216,1.2977103238035166,True
89,28293.75699034011,1799.3996383170543,0.8122562732907138,True
90,27966.539489164148,1792.9470256213363,1.289543474309225,True
91,28071.022837759447,1796.7727462667772,0.693090303619027,True
92,28177.750319590286,1797.9889294772288,1.3018886400809433,True
93,28541.078384018856,1795.0732367024737,1.1509578013995894,True
94,27754.909048926045,1799.2952709683386,0.9842199646316281,True
95,28380.74419038621,1797.5762560433227,1.3085244340568225,True
96,28095.558670862527,1796.8441127903434,0.9620436709700724,True
97,27671.47546215448,1797.5077786922113,1.3917253271969132,True
98,28055.033194796648,1802.6788575693029,1.5219559024933904,True
99,27857.053069690675,1801.612113141999,0.6496303369957268,True
100,28022.144421385743,1802.0826082443305,0.9558978349854285,True
