time_s,T1_C,T2_C,T3_C,T4_C,T5_C,delta_T12_C,delta_T23_C,delta_T34_C,delta_T45_C,power_MW,cumulative_heat_GJ
5122.50000000,483.54869461,467.01444033,436.64828207,401.46545760,377.13566964,16.53425428,30.36615826,35.18282447,24.32978796,0.00000000,0.00000000
5123.00000000,483.54110613,467.00747282,436.64312308,401.46325535,377.13594741,16.53363332,30.36434973,35.17986773,24.32730794,0.00000000,0.00000000
5123.50000000,483.53351784,467.00050557,436.63796433,401.46105303,377.13622476,16.53301227,30.36254124,35.17691130,24.32482827,0.00000000,0.00000000
5124.00000000,483.52592973,466.99353859,436.63280583,401.45885067,377.13650171,16.53239113,30.36073277,35.17395516,24.32234896,0.00000000,0.00000000
5124.50000000,483.51834180,466.98657189,436.62764757,401.45664824,377.13677824,16.53176991,30.35892432,35.17099932,24.31987000,0.00000000,0.00000000
5125.00000000,483.51075405,466.97960545,436.62248955,401.45444577,377.13705436,16.53114860,30.35711590,35.16804379,24.31739141,0.00000000,0.00000000
5125.50000000,483.50316649,466.97263928,436.61733178,401.45224323,377.13733007,16.53052720,30.35530751,35.16508855,24.31491316,0.00000000,0.00000000
5126.00000000,483.49557911,466.96567339,436.61217425,401.45004064,377.13760537,16.52990572,30.35349914,35.16213361,24.31243528,0.00000000,0.00000000
5126.50000000,483.48799191,466.95870776,436.60701697,401.44783800,377.13788025,16.52928415,30.35169079,35.15917897,24.30995775,0.00000000,0.00000000
5127.00000000,483.48040490,466.95174240,436.60185992,401.44563530,377.13815473,16.52866250,30.34988248,35.15622462,24.30748057,0.00000000,0.00000000
5127.50000000,483.47281807,466.94477731,436.59670313,401.44343255,377.13842879,16.52804076,30.34807419,35.15327058,24.30500376,0.00000000,0.00000000
5128.00000000,483.46523142,466.93781249,436.59154657,401.44122974,377.13870244,16.52741893,30.34626592,35.15031684,24.30252730,0.00000000,0.00000000
5128.50000000,483.45764495,466.93084794,436.58639026,401.43902687,377.13897568,16.52679701,30.34445768,35.14736339,24.30005119,0.00000000,0.00000000
5129.00000000,483.45005867,466.92388366,436.58123420,401.43682395,377.13924851,16.52617501,30.34264947,35.14441025,24.29757544,0.00000000,0.00000000
5129.50000000,483.44247257,466.91691965,436.57607837,401.43462097,377.13952093,16.52555292,30.34084128,35.14145740,24.29510005,0.00000000,0.00000000
5130.00000000,483.43488666,466.90995591,436.57092279,401.43241794,377.13979294,16.52493075,30.33903312,35.13850485,24.29262501,0.00000000,0.00000000
5130.50000000,483.42730092,466.90299244,436.56576745,401.43021486,377.14006453,16.52430849,30.33722498,35.13555260,24.29015032,0.00000000,0.00000000
5131.00000000,483.41971538,466.89602924,436.56061236,401.42801171,377.14033572,16.52368614,30.33541688,35.13260065,24.28767600,0.00000000,0.00000000
5131.50000000,483.41213001,466.88906630,436.55545751,401.42580852,377.14060649,16.52306370,30.33360879,35.12964899,24.28520202,0.00000000,0.00000000
5132.00000000,483.40454482,466.88210364,436.55030290,401.42360526,377.14087686,16.52244119,30.33180074,35.12669764,24.28272841,0.00000000,0.00000000
5132.50000000,483.39695982,466.87514124,436.54514854,401.42140195,377.14114681,16.52181858,30.32999270,35.12374659,24.28025515,0.00000000,0.00000000
5133.00000000,483.38937501,466.86817912,436.53999442,401.41919859,377.14141635,16.52119589,30.32818470,35.12079583,24.27778224,0.00000000,0.00000000
5133.50000000,483.38179037,466.86121726,436.53484054,401.41699517,377.14168548,16.52057311,30.32637672,35.11784537,24.27530969,0.00000000,0.00000000
5134.00000000,483.37420592,466.85425568,436.52968691,401.41479170,377.14195420,16.51995024,30.32456877,35.11489521,24.27283749,0.00000000,0.00000000
5134.50000000,483.36662165,466.84729436,436.52453351,401.41258817,377.14222252,16.51932729,30.32276084,35.11194535,24.27036565,0.00000000,0.00000000
5135.00000000,483.35903757,466.84033331,436.51938037,401.41038458,377.14249042,16.51870426,30.32095294,35.10899578,24.26789416,0.00000000,0.00000000
5135.50000000,483.35145367,466.83337253,436.51422746,401.40818094,377.14275791,16.51808113,30.31914507,35.10604652,24.26542303,0.00000000,0.00000000
5136.00000000,483.34386995,466.82641202,436.50907480,401.40597724,377.14302499,16.51745793,30.31733722,35.10309755,24.26295226,0.00000000,0.00000000
5136.50000000,483.33628641,466.81945178,436.50392238,401.40377349,377.14329166,16.51683463,30.31552940,35.10014889,24.26048184,0.00000000,0.00000000
5137.00000000,483.32870306,466.81249181,436.49877020,401.40156968,377.14355791,16.51621125,30.31372161,35.09720051,24.25801177,0.00000000,0.00000000
5137.50000000,483.32111989,466.80553211,436.49361826,401.39936582,377.14382376,16.51558778,30.31191384,35.09425244,24.25554206,0.00000000,0.00000000
5138.00000000,483.31353690,466.79857267,436.48846657,401.39716190,377.14408920,16.51496423,30.31010610,35.09130467,24.25307270,0.00000000,0.00000000
5138.50000000,483.30595410,466.79161351,436.48331512,401.39495793,377.14435423,16.51434059,30.30829839,35.08835719,24.25060369,0.00000000,0.00000000
5139.00000000,483.29837148,466.78465461,436.47816391,401.39275390,377.14461885,16.51371687,30.30649070,35.08541002,24.24813505,0.00000000,0.00000000
5139.50000000,483.29078905,466.77769598,436.47301295,401.39054981,377.14488306,16.51309306,30.30468303,35.08246314,24.24566675,0.00000000,0.00000000
5140.00000000,483.28320679,466.77073763,436.46786223,401.38834567,377.14514686,16.51246917,30.30287540,35.07951655,24.24319881,0.00000000,0.00000000
5140.50000000,483.27562472,466.76377954,436.46271175,401.38614148,377.14541025,16.51184518,30.30106779,35.07657027,24.24073122,0.00000000,0.00000000
5141.00000000,483.26804284,466.75682172,436.45756151,401.38393722,377.14567323,16.51122112,30.29926021,35.07362429,24.23826399,0.00000000,0.00000000
5141.50000000,483.26046113,466.74986417,436.45241151,401.38173292,377.14593580,16.51059697,30.29745265,35.07067860,24.23579711,0.00000000,0.00000000
5142.00000000,483.25287961,466.74290689,436.44726176,401.37952855,377.14619796,16.50997273,30.29564512,35.06773321,24.23333059,0.00000000,0.00000000
5142.50000000,483.24529828,466.73594987,436.44211225,401.37732413,377.14645972,16.50934840,30.29383762,35.06478812,24.23086442,0.00000000,0.00000000
5143.00000000,483.23771712,466.72899313,436.43696298,401.37511966,377.14672106,16.50872400,30.29203015,35.06184332,24.22839860,0.00000000,0.00000000
5143.50000000,483.23013615,466.72203665,436.43181396,401.37291513,377.14698199,16.50809950,30.29022270,35.05889882,24.22593314,0.00000000,0.00000000
5144.00000000,483.22255537,466.71508045,436.42666517,401.37071055,377.14724252,16.50747492,30.28841528,35.05595463,24.22346803,0.00000000,0.00000000
5144.50000000,483.21497476,466.70812451,436.42151663,401.36850590,377.14750263,16.50685026,30.28660788,35.05301072,24.22100327,0.00000000,0.00000000
5145.00000000,483.20739435,466.70116884,436.41636833,401.36630121,377.14776234,16.50622551,30.28480051,35.05006712,24.21853887,0.00000000,0.00000000
5145.50000000,483.19981411,466.69421344,436.41122027,401.36409646,377.14802163,16.50560067,30.28299317,35.04712381,24.21607482,0.00000000,0.00000000
5146.00000000,483.19223406,466.68725831,436.40607245,401.36189165,377.14828052,16.50497575,30.28118585,35.04418081,24.21361113,0.00000000,0.00000000
5146.50000000,483.18465419,466.68030344,436.40092488,401.35968678,377.14853900,16.50435074,30.27937857,35.04123809,24.21114779,0.00000000,0.00000000
5147.00000000,483.17707450,466.67334885,436.39577754,401.35748186,377.14879707,16.50372565,30.27757131,35.03829568,24.20868480,0.00000000,0.00000000
5147.50000000,483.16949500,466.66639453,436.39063045,401.35527689,377.14905473,16.50310047,30.27576407,35.03535356,24.20622216,0.00000000,0.00000000
5148.00000000,483.16191568,466.65944047,436.38548360,401.35307186,377.14931198,16.50247521,30.27395686,35.03241175,24.20375988,0.00000000,0.00000000
5148.50000000,483.15433654,466.65248668,436.38033700,401.35086677,377.14956882,16.50184986,30.27214968,35.02947022,24.20129795,0.00000000,0.00000000
5149.00000000,483.14675759,466.64553316,436.37519063,401.34866163,377.14982526,16.50122443,30.27034253,35.02652900,24.19883637,0.00000000,0.00000000
5149.50000000,483.13917882,466.63857991,436.37004450,401.34645643,377.15008128,16.50059891,30.26853540,35.02358807,24.19637515,0.00000000,0.00000000
5150.00000000,483.13160024,466.63162693,436.36489862,401.34425118,377.15033690,16.49997331,30.26672831,35.02064744,24.19391428,0.00000000,0.00000000
5150.50000000,483.12402184,466.62467421,436.35975298,401.34204587,377.15059211,16.49934762,30.26492123,35.01770711,24.19145376,0.00000000,0.00000000
5151.00000000,483.11644362,466.61772177,436.35460758,401.33984050,377.15084691,16.49872185,30.26311419,35.01476707,24.18899359,0.00000000,0.00000000
5151.50000000,483.10886558,466.61076959,436.34946242,401.33763508,377.15110130,16.49809599,30.26130717,35.01182734,24.18653378,0.00000000,0.00000000
5152.00000000,483.10128773,466.60381768,436.34431750,401.33542961,377.15135529,16.49747005,30.25950018,35.00888789,24.18407432,0.00000000,0.00000000
5152.50000000,483.09371007,466.59686604,436.33917283,401.33322407,377.15160886,16.49684402,30.25769322,35.00594875,24.18161521,0.00000000,0.00000000
5153.00000000,483.08613258,466.58991467,436.33402839,401.33101849,377.15186203,16.49621791,30.25588628,35.00300990,24.17915646,0.00000000,0.00000000
5153.50000000,483.07855528,466.58296357,436.32888420,401.32881284,377.15211479,16.49559171,30.25407937,35.00007135,24.17669805,0.00000000,0.00000000
5154.00000000,483.07097817,466.57601273,436.32374024,401.32660714,377.15236714,16.49496543,30.25227249,34.99713310,24.17424000,0.00000000,0.00000000
5154.50000000,483.06340123,466.56906217,436.31859653,401.32440139,377.15261909,16.49433907,30.25046564,34.99419514,24.17178230,0.00000000,0.00000000
5155.00000000,483.05582448,466.56211187,436.31345306,401.32219558,377.15287062,16.49371262,30.24865881,34.99125748,24.16932495,0.00000000,0.00000000
5155.50000000,483.04824792,466.55516184,436.30830983,401.31998971,377.15312175,16.49308608,30.24685201,34.98832012,24.16686796,0.00000000,0.00000000
5156.00000000,483.04067154,466.54821208,436.30316684,401.31778379,377.15337247,16.49245946,30.24504524,34.98538305,24.16441132,0.00000000,0.00000000
5156.50000000,483.03309534,466.54126258,436.29802409,401.31557781,377.15362278,16.49183275,30.24323849,34.98244628,24.16195503,0.00000000,0.00000000
5157.00000000,483.02551932,466.53431336,436.29288158,401.31337177,377.15387269,16.49120596,30.24143177,34.97950981,24.15949909,0.00000000,0.00000000
5157.50000000,483.01794349,466.52736440,436.28773932,401.31116568,377.15412218,16.49057909,30.23962508,34.97657364,24.15704350,0.00000000,0.00000000
5158.00000000,483.01036784,466.52041571,436.28259729,401.30895954,377.15437127,16.48995213,30.23781842,34.97363776,24.15458826,0.00000000,0.00000000
5158.50000000,483.00279238,466.51346729,436.27745551,401.30675333,377.15461996,16.48932509,30.23601179,34.97070217,24.15213338,0.00000000,0.00000000
5159.00000000,482.99521710,466.50651914,436.27231396,401.30454708,377.15486823,16.48869796,30.23420518,34.96776689,24.14967885,0.00000000,0.00000000
5159.50000000,482.98764201,466.49957126,436.26717266,401.30234076,377.15511610,16.48807075,30.23239860,34.96483190,24.14722467,0.00000000,0.00000000
5160.00000000,482.98006709,466.49262364,436.26203160,401.30013439,377.15536356,16.48744345,30.23059205,34.96189720,24.14477084,0.00000000,0.00000000
5160.50000000,482.97249236,466.48567629,436.25689077,401.29792797,377.15561061,16.48681607,30.22878552,34.95896281,24.14231736,0.00000000,0.00000000
5161.00000000,482.96491782,466.47872921,436.25175019,401.29572149,377.15585726,16.48618861,30.22697902,34.95602870,24.13986423,0.00000000,0.00000000
5161.50000000,482.95734346,466.47178240,436.24660985,401.29351495,377.15610350,16.48556106,30.22517255,34.95309490,24.13741145,0.00000000,0.00000000
5162.00000000,482.94976928,466.46483586,436.24146975,401.29130836,377.15634933,16.48493342,30.22336611,34.95016139,24.13495903,0.00000000,0.00000000
5162.50000000,482.94219529,466.45788958,436.23632989,401.28910171,377.15659475,16.48430571,30.22155970,34.94722818,24.13250695,0.00000000,0.00000000
5163.00000000,482.93462148,466.45094358,436.23119027,401.28689500,377.15683977,16.48367790,30.21975331,34.94429526,24.13005523,0.00000000,0.00000000
5163.50000000,482.92704785,466.44399784,436.22605088,401.28468824,377.15708438,16.48305002,30.21794695,34.94136265,24.12760386,0.00000000,0.00000000
5164.00000000,482.91947441,466.43705236,436.22091174,401.28248142,377.15732858,16.48242205,30.21614062,34.93843032,24.12515284,0.00000000,0.00000000
5164.50000000,482.91190115,466.43010716,436.21577284,401.28027455,377.15757238,16.48179399,30.21433432,34.93549830,24.12270217,0.00000000,0.00000000
5165.00000000,482.90432808,466.42316223,436.21063418,401.27806762,377.15781577,16.48116585,30.21252804,34.93256656,24.12025185,0.00000000,0.00000000
5165.50000000,482.89675519,466.41621756,436.20549576,401.27586063,377.15805876,16.48053763,30.21072179,34.92963513,24.11780188,0.00000000,0.00000000
5166.00000000,482.88918248,466.40927316,436.20035758,401.27365359,377.15830134,16.47990932,30.20891557,34.92670399,24.11535226,0.00000000,0.00000000
5166.50000000,482.88160996,466.40232903,436.19521964,401.27144650,377.15854351,16.47928093,30.20710938,34.92377315,24.11290299,0.00000000,0.00000000
5167.00000000,482.87403762,466.39538516,436.19008194,401.26923934,377.15878527,16.47865246,30.20530322,34.92084260,24.11045407,0.00000000,0.00000000
5167.50000000,482.86646547,466.38844157,436.18494448,401.26703213,377.15902663,16.47802390,30.20349708,34.91791235,24.10800550,0.00000000,0.00000000
5168.00000000,482.85889350,466.38149824,436.17980726,401.26482487,377.15926758,16.47739526,30.20169098,34.91498239,24.10555729,0.00000000,0.00000000
5168.50000000,482.85132171,466.37455518,436.17467028,401.26261755,377.15950813,16.47676653,30.19988490,34.91205273,24.10310942,0.00000000,0.00000000
5169.00000000,482.84375011,466.36761238,436.16953354,401.26041017,377.15974827,16.47613772,30.19807884,34.90912337,24.10066190,0.00000000,0.00000000
5169.50000000,482.83617869,466.36066986,436.16439704,401.25820274,377.15998800,16.47550883,30.19627282,34.90619430,24.09821474,0.00000000,0.00000000
5170.00000000,482.82860745,466.35372760,436.15926078,401.25599525,377.16022733,16.47487985,30.19446682,34.90326553,24.09576792,0.00000000,0.00000000
5170.50000000,482.82103640,466.34678561,436.15412475,401.25378770,377.16046625,16.47425079,30.19266086,34.90033705,24.09332145,0.00000000,0.00000000
5171.00000000,482.81346554,466.33984389,436.14898897,401.25158010,377.16070477,16.47362165,30.19085492,34.89740887,24.09087533,0.00000000,0.00000000
5171.50000000,482.80589485,466.33290243,436.14385343,401.24937244,377.16094288,16.47299242,30.18904901,34.89448098,24.08842957,0.00000000,0.00000000
5172.00000000,482.79832435,466.32596125,436.13871812,401.24716473,377.16118058,16.47236311,30.18724312,34.89155339,24.08598415,0.00000000,0.00000000
5172.50000000,482.79075404,466.31902033,436.13358306,401.24495696,377.16141788,16.47173371,30.18543727,34.88862610,24.08353908,0.00000000,0.00000000
5173.00000000,482.78318391,466.31207967,436.12844823,401.24274913,377.16165477,16.47110424,30.18363144,34.88569910,24.08109436,0.00000000,0.00000000
5173.50000000,482.77561396,466.30513929,436.12331365,401.24054125,377.16189126,16.47047467,30.18182564,34.88277240,24.07864999,0.00000000,0.00000000
5174.00000000,482.76804420,466.29819917,436.11817930,401.23833331,377.16212734,16.46984503,30.18001987,34.87984599,24.07620597,0.00000000,0.00000000
5174.50000000,482.76047462,466.29125932,436.11304519,401.23612532,377.16236302,16.46921530,30.17821413,34.87691987,24.07376230,0.00000000,0.00000000
5175.00000000,482.75290523,466.28431974,436.10791133,401.23391727,377.16259829,16.46858549,30.17640842,34.87399406,24.07131898,0.00000000,0.00000000
5175.50000000,482.74533602,466.27738043,436.10277770,401.23170916,377.16283315,16.46795559,30.17460273,34.87106853,24.06887601,0.00000000,0.00000000
5176.00000000,482.73776699,466.27044138,436.09764431,401.22950100,377.16306761,16.46732561,30.17279707,34.86814331,24.06643339,0.00000000,0.00000000
5176.50000000,482.73019815,466.26350260,436.09251116,401.22729278,377.16330167,16.46669555,30.17099145,34.86521837,24.06399111,0.00000000,0.00000000
5177.00000000,482.72262949,466.25656409,436.08737824,401.22508451,377.16353532,16.46606540,30.16918585,34.86229374,24.06154919,0.00000000,0.00000000
5177.50000000,482.71506102,466.24962584,436.08224557,401.22287617,377.16376856,16.46543517,30.16738027,34.85936940,24.05910761,0.00000000,0.00000000
5178.00000000,482.70749273,466.24268787,436.07711314,401.22066779,377.16400140,16.46480486,30.16557473,34.85644535,24.05666638,0.00000000,0.00000000
5178.50000000,482.69992462,466.23575016,436.07198094,401.21845934,377.16423384,16.46417447,30.16376922,34.85352160,24.05422551,0.00000000,0.00000000
5179.00000000,482.69235670,466.22881271,436.06684898,401.21625084,377.16446587,16.46354399,30.16196373,34.85059814,24.05178498,0.00000000,0.00000000
5179.50000000,482.68478897,466.22187554,436.06171727,401.21404229,377.16469749,16.46291343,30.16015827,34.84767498,24.04934480,0.00000000,0.00000000
5180.00000000,482.67722141,466.21493863,436.05658579,401.21183368,377.16492871,16.46228278,30.15835284,34.84475211,24.04690496,0.00000000,0.00000000
5180.50000000,482.66965405,466.20800199,436.05145455,401.20962501,377.16515953,16.46165206,30.15654744,34.84182954,24.04446548,0.00000000,0.00000000
5181.00000000,482.66208686,466.20106562,436.04632354,401.20741628,377.16538994,16.46102125,30.15474207,34.83890726,24.04202634,0.00000000,0.00000000
5181.50000000,482.65451986,466.19412951,436.04119278,401.20520750,377.16561994,16.46039035,30.15293673,34.83598528,24.03958756,0.00000000,0.00000000
5182.00000000,482.64695305,466.18719367,436.03606226,401.20299866,377.16584955,16.45975938,30.15113142,34.83306359,24.03714912,0.00000000,0.00000000
5182.50000000,482.63938642,466.18025810,436.03093197,401.20078977,377.16607874,16.45912832,30.14932613,34.83014220,24.03471103,0.00000000,0.00000000
5183.00000000,482.63181997,466.17332279,436.02580192,401.19858082,377.16630754,16.45849717,30.14752087,34.82722110,24.03227328,0.00000000,0.00000000
5183.50000000,482.62425371,466.16638776,436.02067211,401.19637181,377.16653592,16.45786595,30.14571565,34.82430030,24.02983589,0.00000000,0.00000000
5184.00000000,482.61668763,466.15945299,436.01554254,401.19416275,377.16676391,16.45723464,30.14391045,34.82137979,24.02739884,0.00000000,0.00000000
5184.50000000,482.60912173,466.15251848,436.01041321,401.19195363,377.16699149,16.45660325,30.14210528,34.81845957,24.02496215,0.00000000,0.00000000
5185.00000000,482.60155602,466.14558425,436.00528411,401.18974446,377.16721866,16.45597178,30.14030013,34.81553965,24.02252580,0.00000000,0.00000000
5185.50000000,482.59399050,466.13865028,436.00015526,401.18753523,377.16744543,16.45534022,30.13849502,34.81262003,24.02008979,0.00000000,0.00000000
5186.00000000,482.58642516,466.13171657,435.99502664,401.18532594,377.16767180,16.45470858,30.13668994,34.80970070,24.01765414,0.00000000,0.00000000
5186.50000000,482.57886000,466.12478314,435.98989826,401.18311659,377.16789776,16.45407686,30.13488488,34.80678166,24.01521883,0.00000000,0.00000000
5187.00000000,482.57129503,466.11784997,435.98477011,401.18090719,377.16812332,16.45344506,30.13307986,34.80386292,24.01278387,0.00000000,0.00000000
5187.50000000,482.56373024,466.11091707,435.97964221,401.17869774,377.16834848,16.45281317,30.13127486,34.80094447,24.01034926,0.00000000,0.00000000
5188.00000000,482.55616564,466.10398443,435.97451454,401.17648822,377.16857323,16.45218120,30.12946989,34.79802632,24.00791499,0.00000000,0.00000000
5188.50000000,482.54860122,466.09705207,435.96938711,401.17427866,377.16879758,16.45154915,30.12766495,34.79510846,24.00548108,0.00000000,0.00000000
5189.00000000,482.54103698,466.09011997,435.96425992,401.17206903,377.16902152,16.45091702,30.12586004,34.79219089,24.00304751,0.00000000,0.00000000
5189.50000000,482.53347293,466.08318813,435.95913297,401.16985935,377.16924506,16.45028480,30.12405516,34.78927362,24.00061428,0.00000000,0.00000000
5190.00000000,482.52590907,466.07625657,435.95400626,401.16764961,377.16946820,16.44965250,30.12225031,34.78635665,23.99818141,0.00000000,0.00000000
5190.50000000,482.51834539,466.06932527,435.94887978,401.16543981,377.16969094,16.44902012,30.12044549,34.78343996,23.99574888,0.00000000,0.00000000
5191.00000000,482.51078189,466.06239423,435.94375354,401.16322996,377.16991327,16.44838766,30.11864069,34.78052358,23.99331670,0.00000000,0.00000000
5191.50000000,482.50321858,466.05546347,435.93862754,401.16102005,377.17013519,16.44775511,30.11683593,34.77760748,23.99088486,0.00000000,0.00000000
5192.00000000,482.49565545,466.04853297,435.93350177,401.15881009,377.17035672,16.44712249,30.11503119,34.77469168,23.98845337,0.00000000,0.00000000
5192.50000000,482.48809251,466.04160273,435.92837625,401.15660007,377.17057784,16.44648978,30.11322649,34.77177618,23.98602223,0.00000000,0.00000000
5193.00000000,482.48052975,466.03467277,435.92325096,401.15438999,377.17079855,16.44585698,30.11142181,34.76886096,23.98359144,0.00000000,0.00000000
5193.50000000,482.47296718,466.02774307,435.91812590,401.15217986,377.17101887,16.44522411,30.10961716,34.76594604,23.98116099,0.00000000,0.00000000
5194.00000000,482.46540479,466.02081363,435.91300109,401.14996967,377.17123878,16.44459115,30.10781255,34.76303142,23.97873089,0.00000000,0.00000000
5194.50000000,482.45784258,466.01388447,435.90787651,401.14775942,377.17145829,16.44395811,30.10600796,34.76011709,23.97630114,0.00000000,0.00000000
5195.00000000,482.45028056,466.00695557,435.90275217,401.14554912,377.17167739,16.44332499,30.10420340,34.75720305,23.97387173,0.00000000,0.00000000
5195.50000000,482.44271873,466.00002694,435.89762807,401.14333876,377.17189609,16.44269179,30.10239887,34.75428931,23.97144267,0.00000000,0.00000000
5196.00000000,482.43515707,465.99309857,435.89250420,401.14112834,377.17211439,16.44205850,30.10059437,34.75137586,23.96901395,0.00000000,0.00000000
5196.50000000,482.42759561,465.98617047,435.88738057,401.13891787,377.17233229,16.44142514,30.09878989,34.74846270,23.96658558,0.00000000,0.00000000
5197.00000000,482.42003433,465.97924264,435.88225718,401.13670734,377.17254978,16.44079169,30.09698545,34.74554984,23.96415756,0.00000000,0.00000000
5197.50000000,482.41247323,465.97231507,435.87713403,401.13449676,377.17276687,16.44015816,30.09518104,34.74263727,23.96172988,0.00000000,0.00000000
5198.00000000,482.40491232,465.96538777,435.87201111,401.13228612,377.17298356,16.43952455,30.09337666,34.73972500,23.95930255,0.00000000,0.00000000
5198.50000000,482.39735159,465.95846074,435.86688843,401.13007542,377.17319985,16.43889085,30.09157230,34.73681301,23.95687557,0.00000000,0.00000000
5199.00000000,482.38979104,465.95153397,435.86176599,401.12786466,377.17341573,16.43825708,30.08976798,34.73390133,23.95444893,0.00000000,0.00000000
5199.50000000,482.38223069,465.94460747,435.85664378,401.12565385,377.17363121,16.43762322,30.08796369,34.73098993,23.95202264,0.00000000,0.00000000
5200.00000000,482.37467051,465.93768123,435.85152181,401.12344298,377.17384629,16.43698928,30.08615942,34.72807883,23.94959669,0.00000000,0.00000000
5200.50000000,482.36711052,465.93075527,435.84640008,401.12123206,377.17406097,16.43635526,30.08435519,34.72516802,23.94717109,0.00000000,0.00000000
5201.00000000,482.35955072,465.92382956,435.84127858,401.11902108,377.17427524,16.43572115,30.08255098,34.72225751,23.94474584,0.00000000,0.00000000
5201.50000000,482.35199110,465.91690413,435.83615732,401.11681004,377.17448911,16.43508697,30.08074680,34.71934729,23.94232093,0.00000000,0.00000000
5202.00000000,482.34443166,465.90997896,435.83103630,401.11459895,377.17470258,16.43445270,30.07894266,34.71643736,23.93989636,0.00000000,0.00000000
5202.50000000,482.33687241,465.90305406,435.82591552,401.11238779,377.17491565,16.43381835,30.07713854,34.71352772,23.93747214,0.00000000,0.00000000
5203.00000000,482.32931335,465.89612942,435.82079497,401.11017659,377.17512832,16.43318393,30.07533445,34.71061838,23.93504827,0.00000000,0.00000000
5203.50000000,482.32175447,465.88920505,435.81567465,401.10796532,377.17534058,16.43254941,30.07353040,34.70770933,23.93262474,0.00000000,0.00000000
5204.00000000,482.31419577,465.88228095,435.81055458,401.10575400,377.17555245,16.43191482,30.07172637,34.70480058,23.93020156,0.00000000,0.00000000
5204.50000000,482.30663726,465.87535711,435.80543474,401.10354262,377.17576391,16.43128015,30.06992237,34.70189211,23.92777872,0.00000000,0.00000000
5205.00000000,482.29907893,465.86843354,435.80031513,401.10133119,377.17597496,16.43064539,30.06811841,34.69898394,23.92535623,0.00000000,0.00000000
5205.50000000,482.29152079,465.86151023,435.79519577,401.09911970,377.17618562,16.43001056,30.06631447,34.69607607,23.92293408,0.00000000,0.00000000
5206.00000000,482.28396283,465.85458720,435.79007664,401.09690815,377.17639588,16.42937564,30.06451056,34.69316848,23.92051228,0.00000000,0.00000000
5206.50000000,482.27640506,465.84766442,435.78495774,401.09469655,377.17660573,16.42874064,30.06270668,34.69026119,23.91809082,0.00000000,0.00000000
5207.00000000,482.26884748,465.84074192,435.77983908,401.09248489,377.17681518,16.42810556,30.06090283,34.68735419,23.91566970,0.00000000,0.00000000
5207.50000000,482.26129007,465.83381968,435.77472066,401.09027317,377.17702424,16.42747040,30.05909902,34.68444749,23.91324894,0.00000000,0.00000000
5208.00000000,482.25373286,465.82689770,435.76960247,401.08806140,377.17723288,16.42683515,30.05729523,34.68154108,23.91082851,0.00000000,0.00000000
5208.50000000,482.24617582,465.81997599,435.76448452,401.08584957,377.17744113,16.42619983,30.05549147,34.67863496,23.90840843,0.00000000,0.00000000
5209.00000000,482.23861898,465.81305455,435.75936681,401.08363768,377.17764898,16.42556442,30.05368774,34.67572913,23.90598870,0.00000000,0.00000000
5209.50000000,482.23106231,465.80613338,435.75424933,401.08142573,377.17785643,16.42492894,30.05188404,34.67282360,23.90356931,0.00000000,0.00000000
5210.00000000,482.22350584,465.79921247,435.74913209,401.07921373,377.17806347,16.42429337,30.05008038,34.66991836,23.90115026,0.00000000,0.00000000
5210.50000000,482.21594954,465.79229182,435.74401508,401.07700168,377.17827012,16.42365772,30.04827674,34.66701341,23.89873156,0.00000000,0.00000000
5211.00000000,482.20839344,465.78537144,435.73889831,401.07478956,377.17847636,16.42302199,30.04647313,34.66410875,23.89631320,0.00000000,0.00000000
5211.50000000,482.20083751,465.77845133,435.73378178,401.07257739,377.17868220,16.42238618,30.04466955,34.66120439,23.89389519,0.00000000,0.00000000
5212.00000000,482.19328177,465.77153149,435.72866548,401.07036516,377.17888764,16.42175029,30.04286601,34.65830032,23.89147752,0.00000000,0.00000000
5212.50000000,482.18572622,465.76461190,435.72354941,401.06815288,377.17909268,16.42111432,30.04106249,34.65539654,23.88906020,0.00000000,0.00000000
5213.00000000,482.17817085,465.75769259,435.71843359,401.06594054,377.17929732,16.42047826,30.03925900,34.65249305,23.88664322,0.00000000,0.00000000
5213.50000000,482.17061567,465.75077354,435.71331799,401.06372814,377.17950156,16.41984213,30.03745555,34.64958986,23.88422658,0.00000000,0.00000000
5214.00000000,482.16306067,465.74385476,435.70820264,401.06151568,377.17970540,16.41920591,30.03565212,34.64668695,23.88181029,0.00000000,0.00000000
5214.50000000,482.15550586,465.73693624,435.70308752,401.05930317,377.17990884,16.41856962,30.03384872,34.64378434,23.87939434,0.00000000,0.00000000
5215.00000000,482.14795123,465.73001799,435.69797263,401.05709060,377.18011187,16.41793324,30.03204536,34.64088203,23.87697873,0.00000000,0.00000000
5215.50000000,482.14039679,465.72310001,435.69285798,401.05487798,377.18031451,16.41729678,30.03024202,34.63798000,23.87456347,0.00000000,0.00000000
5216.00000000,482.13284253,465.71618229,435.68774357,401.05266530,377.18051675,16.41666025,30.02843872,34.63507827,23.87214855,0.00000000,0.00000000
5216.50000000,482.12528846,465.70926483,435.68262939,401.05045256,377.18071858,16.41602363,30.02663544,34.63217683,23.86973398,0.00000000,0.00000000
5217.00000000,482.11773457,465.70234764,435.67751544,401.04823976,377.18092002,16.41538693,30.02483220,34.62927568,23.86731974,0.00000000,0.00000000
