time_s,T1_C,T2_C,T3_C,T4_C,T5_C,delta_T12_C,delta_T23_C,delta_T34_C,delta_T45_C,power_MW,cumulative_heat_GJ
2198.50000000,530.28718185,513.09920324,473.32555334,414.15154506,365.50329968,17.18797861,39.77364990,59.17400828,48.64824538,0.00000000,0.00000000
2199.00000000,530.27898988,513.09030368,473.31760100,414.14915446,365.50771036,17.18868620,39.77270268,59.16844653,48.64144411,0.00000000,0.00000000
2199.50000000,530.27079789,513.08140449,473.30964949,414.14676410,365.51211987,17.18939340,39.77175500,59.16288540,48.63464423,0.00000000,0.00000000
2200.00000000,530.26260586,513.07250566,473.30169884,414.14437396,365.51652821,17.19010020,39.77080683,59.15732488,48.62784575,0.00000000,0.00000000
2200.50000000,530.25441381,513.06360721,473.29374903,414.14198405,365.52093539,17.19080660,39.76985818,59.15176497,48.62104867,0.00000000,0.00000000
2201.00000000,530.24622172,513.05470912,473.28580006,414.13959438,365.52534139,17.19151260,39.76890906,59.14620568,48.61425298,0.00000000,0.00000000
2201.50000000,530.23802961,513.04581140,473.27785194,414.13720493,365.52974624,17.19221821,39.76795946,59.14064701,48.60745869,0.00000000,0.00000000
2202.00000000,530.22983746,513.03691404,473.26990466,414.13481571,365.53414991,17.19292342,39.76700938,59.13508895,48.60066580,0.00000000,0.00000000
2202.50000000,530.22164529,513.02801705,473.26195822,414.13242672,365.53855242,17.19362824,39.76605883,59.12953150,48.59387430,0.00000000,0.00000000
2203.00000000,530.21345309,513.01912043,473.25401263,414.13003796,365.54295376,17.19433266,39.76510780,59.12397467,48.58708420,0.00000000,0.00000000
2203.50000000,530.20526086,513.01022418,473.24606788,414.12764942,365.54735393,17.19503668,39.76415630,59.11841846,48.58029549,0.00000000,0.00000000
2204.00000000,530.19706860,513.00132829,473.23812398,414.12526112,365.55175294,17.19574030,39.76320431,59.11286286,48.57350818,0.00000000,0.00000000
2204.50000000,530.18887631,512.99243278,473.23018092,414.12287304,365.55615078,17.19644353,39.76225186,59.10730788,48.56672226,0.00000000,0.00000000
2205.00000000,530.18068399,512.98353762,473.22223870,414.12048519,365.56054746,17.19714636,39.76129892,59.10175351,48.55993773,0.00000000,0.00000000
2205.50000000,530.17249164,512.97464284,473.21429733,414.11809757,365.56494297,17.19784880,39.76034551,59.09619975,48.55315460,0.00000000,0.00000000
2206.00000000,530.16429926,512.96574842,473.20635680,414.11571018,365.56933732,17.19855084,39.75939163,59.09064661,48.54637286,0.00000000,0.00000000
2206.50000000,530.15610686,512.95685438,473.19841711,414.11332302,365.57373050,17.19925248,39.75843727,59.08509409,48.53959252,0.00000000,0.00000000
2207.00000000,530.14791442,512.94796069,473.19047826,414.11093608,365.57812252,17.19995373,39.75748244,59.07954218,48.53281356,0.00000000,0.00000000
2207.50000000,530.13972196,512.93906738,473.18254025,414.10854937,365.58251337,17.20065458,39.75652713,59.07399088,48.52603600,0.00000000,0.00000000
2208.00000000,530.13152947,512.93017443,473.17460309,414.10616289,365.58690306,17.20135504,39.75557134,59.06844020,48.51925983,0.00000000,0.00000000
2208.50000000,530.12333695,512.92128185,473.16666677,414.10377664,365.59129159,17.20205509,39.75461508,59.06289013,48.51248505,0.00000000,0.00000000
2209.00000000,530.11514440,512.91238964,473.15873129,414.10139061,365.59567895,17.20275476,39.75365835,59.05734068,48.50571166,0.00000000,0.00000000
2209.50000000,530.10695182,512.90349780,473.15079665,414.09900481,365.60006515,17.20345402,39.75270115,59.05179184,48.49893966,0.00000000,0.00000000
2210.00000000,530.09875922,512.89460632,473.14286285,414.09661924,365.60445019,17.20415290,39.75174347,59.04624362,48.49216905,0.00000000,0.00000000
2210.50000000,530.09056658,512.88571521,473.13492990,414.09423389,365.60883406,17.20485137,39.75078531,59.04069601,48.48539983,0.00000000,0.00000000
2211.00000000,530.08237392,512.87682447,473.12699778,414.09184877,365.61321677,17.20554945,39.74982669,59.03514901,48.47863200,0.00000000,0.00000000
2211.50000000,530.07418123,512.86793409,473.11906651,414.08946388,365.61759832,17.20624714,39.74886759,59.02960263,48.47186556,0.00000000,0.00000000
2212.00000000,530.06598851,512.85904409,473.11113607,414.08707921,365.62197871,17.20694442,39.74790801,59.02405686,48.46510051,0.00000000,0.00000000
2212.50000000,530.05779576,512.85015445,473.10320648,414.08469477,365.62635793,17.20764132,39.74694797,59.01851171,48.45833684,0.00000000,0.00000000
2213.00000000,530.04960299,512.84126517,473.09527772,414.08231056,365.63073599,17.20833781,39.74598745,59.01296717,48.45157456,0.00000000,0.00000000
2213.50000000,530.04141018,512.83237627,473.08734981,414.07992657,365.63511289,17.20903392,39.74502646,59.00742324,48.44481367,0.00000000,0.00000000
2214.00000000,530.03321735,512.82348773,473.07942273,414.07754281,365.63948863,17.20972962,39.74406500,59.00187993,48.43805417,0.00000000,0.00000000
2214.50000000,530.02502449,512.81459956,473.07149650,414.07515927,365.64386321,17.21042493,39.74310306,58.99633723,48.43129606,0.00000000,0.00000000
2215.00000000,530.01683161,512.80571176,473.06357110,414.07277596,365.64823663,17.21111985,39.74214066,58.99079514,48.42453933,0.00000000,0.00000000
2215.50000000,530.00863869,512.79682432,473.05564655,414.07039287,365.65260889,17.21181437,39.74117778,58.98525367,48.41778398,0.00000000,0.00000000
2216.00000000,530.00044575,512.78793726,473.04772283,414.06801001,365.65697999,17.21250850,39.74021443,58.97971282,48.41103002,0.00000000,0.00000000
2216.50000000,529.99225278,512.77905056,473.03979995,414.06562738,365.66134993,17.21320223,39.73925061,58.97417257,48.40427745,0.00000000,0.00000000
2217.00000000,529.98405979,512.77016422,473.03187791,414.06324497,365.66571871,17.21389556,39.73828632,58.96863294,48.39752626,0.00000000,0.00000000
2217.50000000,529.97586676,512.76127826,473.02395671,414.06086278,365.67008633,17.21458850,39.73732155,58.96309392,48.39077646,0.00000000,0.00000000
2218.00000000,529.96767371,512.75239266,473.01603634,414.05848082,365.67445279,17.21528105,39.73635632,58.95755552,48.38402804,0.00000000,0.00000000
2218.50000000,529.95948063,512.74350743,473.00811681,414.05609909,365.67881809,17.21597320,39.73539062,58.95201773,48.37728100,0.00000000,0.00000000
2219.00000000,529.95128753,512.73462257,473.00019813,414.05371758,365.68318223,17.21666496,39.73442444,58.94648055,48.37053535,0.00000000,0.00000000
2219.50000000,529.94309439,512.72573808,472.99228028,414.05133629,365.68754521,17.21735632,39.73345780,58.94094398,48.36379108,0.00000000,0.00000000
2220.00000000,529.93490123,512.71685395,472.98436326,414.04895523,365.69190704,17.21804728,39.73249069,58.93540803,48.35704819,0.00000000,0.00000000
2220.50000000,529.92670805,512.70797019,472.97644709,414.04657439,365.69626771,17.21873786,39.73152310,58.92987269,48.35030668,0.00000000,0.00000000
2221.00000000,529.91851483,512.69908680,472.96853175,414.04419378,365.70062722,17.21942803,39.73055505,58.92433797,48.34356656,0.00000000,0.00000000
2221.50000000,529.91032159,512.69020378,472.96061724,414.04181339,365.70498557,17.22011782,39.72958653,58.91880386,48.33682782,0.00000000,0.00000000
2222.00000000,529.90212832,512.68132112,472.95270358,414.03943322,365.70934277,17.22080720,39.72861754,58.91327036,48.33009046,0.00000000,0.00000000
2222.50000000,529.89393503,512.67243883,472.94479075,414.03705328,365.71369880,17.22149620,39.72764808,58.90773747,48.32335448,0.00000000,0.00000000
2223.00000000,529.88574171,512.66355691,472.93687876,414.03467356,365.71805369,17.22218480,39.72667815,58.90220519,48.31661988,0.00000000,0.00000000
2223.50000000,529.87754836,512.65467536,472.92896760,414.03229407,365.72240741,17.22287300,39.72570776,58.89667353,48.30988666,0.00000000,0.00000000
2224.00000000,529.86935498,512.64579417,472.92105728,414.02991479,365.72675998,17.22356081,39.72473689,58.89114248,48.30315482,0.00000000,0.00000000
2224.50000000,529.86116158,512.63691335,472.91314779,414.02753575,365.73111139,17.22424823,39.72376556,58.88561205,48.29642435,0.00000000,0.00000000
2225.00000000,529.85296816,512.62803290,472.90523914,414.02515692,365.73546165,17.22493525,39.72279376,58.88008222,48.28969527,0.00000000,0.00000000
2225.50000000,529.84477470,512.61915282,472.89733133,414.02277832,365.73981075,17.22562188,39.72182149,58.87455301,48.28296757,0.00000000,0.00000000
2226.00000000,529.83658122,512.61027310,472.88942435,414.02039994,365.74415870,17.22630812,39.72084875,58.86902441,48.27624124,0.00000000,0.00000000
2226.50000000,529.82838772,512.60139376,472.88151821,414.01802178,365.74850549,17.22699396,39.71987555,58.86349643,48.26951629,0.00000000,0.00000000
2227.00000000,529.82019418,512.59251478,472.87361290,414.01564385,365.75285112,17.22767940,39.71890188,58.85796905,48.26279272,0.00000000,0.00000000
2227.50000000,529.81200062,512.58363617,472.86570842,414.01326613,365.75719560,17.22836446,39.71792774,58.85244229,48.25607053,0.00000000,0.00000000
2228.00000000,529.80380704,512.57475792,472.85780478,414.01088864,365.76153893,17.22904912,39.71695314,58.84691614,48.24934971,0.00000000,0.00000000
2228.50000000,529.79561343,512.56588005,472.84990198,414.00851137,365.76588110,17.22973338,39.71597807,58.84139060,48.24263027,0.00000000,0.00000000
2229.00000000,529.78741979,512.55700254,472.84200000,414.00613433,365.77022212,17.23041725,39.71500253,58.83586568,48.23591221,0.00000000,0.00000000
2229.50000000,529.77922613,512.54812540,472.83409887,414.00375750,365.77456199,17.23110073,39.71402653,58.83034136,48.22919552,0.00000000,0.00000000
2230.00000000,529.77103244,512.53924862,472.82619856,414.00138090,365.77890070,17.23178382,39.71305006,58.82481766,48.22248020,0.00000000,0.00000000
2230.50000000,529.76283873,512.53037222,472.81829909,413.99900452,365.78323826,17.23246651,39.71207313,58.81929457,48.21576626,0.00000000,0.00000000
2231.00000000,529.75464499,512.52149618,472.81040045,413.99662836,365.78757466,17.23314881,39.71109573,58.81377209,48.20905370,0.00000000,0.00000000
2231.50000000,529.74645122,512.51262051,472.80250265,413.99425242,365.79190991,17.23383071,39.71011786,58.80825022,48.20234251,0.00000000,0.00000000
2232.00000000,529.73825743,512.50374521,472.79460568,413.99187671,365.79624401,17.23451222,39.70913953,58.80272897,48.19563269,0.00000000,0.00000000
2232.50000000,529.73006361,512.49487028,472.78670954,413.98950121,365.80057696,17.23519334,39.70816074,58.79720833,48.18892425,0.00000000,0.00000000
2233.00000000,529.72186977,512.48599571,472.77881423,413.98712594,365.80490876,17.23587406,39.70718148,58.79168829,48.18221718,0.00000000,0.00000000
2233.50000000,529.71367591,512.47712151,472.77091976,413.98475088,365.80923940,17.23655439,39.70620176,58.78616887,48.17551148,0.00000000,0.00000000
2234.00000000,529.70548201,512.46824768,472.76302611,413.98237605,365.81356890,17.23723433,39.70522157,58.78065006,48.16880715,0.00000000,0.00000000
2234.50000000,529.69728810,512.45937422,472.75513330,413.98000144,365.81789724,17.23791388,39.70424091,58.77513187,48.16210420,0.00000000,0.00000000
2235.00000000,529.68909415,512.45050112,472.74724133,413.97762705,365.82222443,17.23859303,39.70325980,58.76961428,48.15540262,0.00000000,0.00000000
2235.50000000,529.68090019,512.44162840,472.73935018,413.97525287,365.82655047,17.23927179,39.70227822,58.76409731,48.14870241,0.00000000,0.00000000
2236.00000000,529.67270619,512.43275604,472.73145987,413.97287892,365.83087536,17.23995016,39.70129617,58.75858094,48.14200357,0.00000000,0.00000000
2236.50000000,529.66451218,512.42388405,472.72357038,413.97050519,365.83519910,17.24062813,39.70031367,58.75306519,48.13530610,0.00000000,0.00000000
2237.00000000,529.65631813,512.41501242,472.71568173,413.96813168,365.83952168,17.24130571,39.69933069,58.74755005,48.12861000,0.00000000,0.00000000
2237.50000000,529.64812407,512.40614117,472.70779391,413.96575839,365.84384312,17.24198290,39.69834726,58.74203552,48.12191527,0.00000000,0.00000000
2238.00000000,529.63992997,512.39727028,472.69990692,413.96338532,365.84816341,17.24265969,39.69736336,58.73652160,48.11522191,0.00000000,0.00000000
2238.50000000,529.63173586,512.38839976,472.69202076,413.96101247,365.85248255,17.24333610,39.69637901,58.73100829,48.10852991,0.00000000,0.00000000
2239.00000000,529.62354172,512.37952961,472.68413543,413.95863983,365.85680054,17.24401211,39.69539418,58.72549559,48.10183929,0.00000000,0.00000000
2239.50000000,529.61534755,512.37065983,472.67625092,413.95626742,365.86111738,17.24468772,39.69440890,58.71998351,48.09515004,0.00000000,0.00000000
2240.00000000,529.60715336,512.36179041,472.66836725,413.95389523,365.86543308,17.24536295,39.69342316,58.71447203,48.08846215,0.00000000,0.00000000
2240.50000000,529.59895914,512.35292136,472.66048441,413.95152325,365.86974762,17.24603778,39.69243695,58.70896116,48.08177563,0.00000000,0.00000000
2241.00000000,529.59076491,512.34405268,472.65260240,413.94915149,365.87406102,17.24671222,39.69145028,58.70345091,48.07509048,0.00000000,0.00000000
2241.50000000,529.58257064,512.33518437,472.64472122,413.94677996,365.87837327,17.24738627,39.69046315,58.69794127,48.06840669,0.00000000,0.00000000
2242.00000000,529.57437635,512.32631643,472.63684087,413.94440864,365.88268437,17.24805993,39.68947556,58.69243223,48.06172427,0.00000000,0.00000000
2242.50000000,529.56618204,512.31744885,472.62896135,413.94203754,365.88699432,17.24873319,39.68848750,58.68692381,48.05504322,0.00000000,0.00000000
2243.00000000,529.55798771,512.30858164,472.62108265,413.93966666,365.89130313,17.24940607,39.68749899,58.68141600,48.04836353,0.00000000,0.00000000
2243.50000000,529.54979335,512.29971480,472.61320479,413.93729599,365.89561079,17.25007855,39.68651001,58.67590879,48.04168521,0.00000000,0.00000000
2244.00000000,529.54159896,512.29084833,472.60532775,413.93492555,365.89991730,17.25075063,39.68552058,58.67040220,48.03500825,0.00000000,0.00000000
2244.50000000,529.53340455,512.28198222,472.59745154,413.93255532,365.90422266,17.25142233,39.68453068,58.66489622,48.02833266,0.00000000,0.00000000
2245.00000000,529.52521012,512.27311649,472.58957616,413.93018531,365.90852688,17.25209363,39.68354033,58.65939085,48.02165843,0.00000000,0.00000000
2245.50000000,529.51701567,512.26425112,472.58170161,413.92781552,365.91282996,17.25276455,39.68254951,58.65388609,48.01498556,0.00000000,0.00000000
2246.00000000,529.50882119,512.25538612,472.57382788,413.92544595,365.91713188,17.25343507,39.68155824,58.64838193,48.00831406,0.00000000,0.00000000
2246.50000000,529.50062669,512.24652149,472.56595498,413.92307659,365.92143267,17.25410520,39.68056651,58.64287839,48.00164392,0.00000000,0.00000000
2247.00000000,529.49243216,512.23765722,472.55808291,413.92070745,365.92573230,17.25477494,39.67957431,58.63737546,47.99497515,0.00000000,0.00000000
2247.50000000,529.48423761,512.22879333,472.55021167,413.91833853,365.93003079,17.25544428,39.67858166,58.63187314,47.98830774,0.00000000,0.00000000
2248.00000000,529.47604304,512.21992980,472.54234125,413.91596983,365.93432814,17.25611324,39.67758855,58.62637143,47.98164168,0.00000000,0.00000000
2248.50000000,529.46784844,512.21106664,472.53447166,413.91360134,365.93862434,17.25678180,39.67659498,58.62087032,47.97497700,0.00000000,0.00000000
2249.00000000,529.45965382,512.20220385,472.52660290,413.91123307,365.94291940,17.25744997,39.67560095,58.61536983,47.96831367,0.00000000,0.00000000
2249.50000000,529.45145918,512.19334142,472.51873496,413.90886502,365.94721331,17.25811775,39.67460646,58.60986995,47.96165170,0.00000000,0.00000000
2250.00000000,529.44326451,512.18447937,472.51086785,413.90649718,365.95150608,17.25878514,39.67361151,58.60437068,47.95499109,0.00000000,0.00000000
2250.50000000,529.43506982,512.17561768,472.50300157,413.90412956,365.95579771,17.25945214,39.67261611,58.59887201,47.94833185,0.00000000,0.00000000
2251.00000000,529.42687511,512.16675636,472.49513611,413.90176215,365.96008819,17.26011875,39.67162025,58.59337396,47.94167396,0.00000000,0.00000000
2251.50000000,529.41868037,512.15789541,472.48727148,413.89939497,365.96437753,17.26078496,39.67062393,58.58787651,47.93501743,0.00000000,0.00000000
2252.00000000,529.41048561,512.14903483,472.47940767,413.89702800,365.96866573,17.26145079,39.66962715,58.58237968,47.92836227,0.00000000,0.00000000
2252.50000000,529.40229083,512.14017461,472.47154469,413.89466124,365.97295278,17.26211622,39.66862992,58.57688345,47.92170846,0.00000000,0.00000000
2253.00000000,529.39409603,512.13131476,472.46368253,413.89229470,365.97723869,17.26278126,39.66763223,58.57138783,47.91505601,0.00000000,0.00000000
2253.50000000,529.38590120,512.12245528,472.45582120,413.88992838,365.98152346,17.26344592,39.66663408,58.56589283,47.90840492,0.00000000,0.00000000
2254.00000000,529.37770635,512.11359617,472.44796070,413.88756227,365.98580709,17.26411018,39.66563548,58.56039843,47.90175518,0.00000000,0.00000000
2254.50000000,529.36951148,512.10473743,472.44010101,413.88519638,365.99008957,17.26477405,39.66463642,58.55490464,47.89510680,0.00000000,0.00000000
2255.00000000,529.36131658,512.09587905,472.43224215,413.88283070,365.99437092,17.26543753,39.66363690,58.54941146,47.88845978,0.00000000,0.00000000
2255.50000000,529.35312167,512.08702105,472.42438412,413.88046524,365.99865112,17.26610062,39.66263693,58.54391888,47.88181412,0.00000000,0.00000000
2256.00000000,529.34492673,512.07816341,472.41652691,413.87809999,366.00293018,17.26676332,39.66163650,58.53842692,47.87516981,0.00000000,0.00000000
2256.50000000,529.33673176,512.06930614,472.40867053,413.87573496,366.00720810,17.26742562,39.66063561,58.53293557,47.86852686,0.00000000,0.00000000
2257.00000000,529.32853678,512.06044924,472.40081496,413.87337014,366.01148488,17.26808754,39.65963427,58.52744482,47.86188526,0.00000000,0.00000000
2257.50000000,529.32034177,512.05159270,472.39296022,413.87100554,366.01576052,17.26874907,39.65863248,58.52195468,47.85524502,0.00000000,0.00000000
2258.00000000,529.31214674,512.04273654,472.38510631,413.86864115,366.02003502,17.26941021,39.65763023,58.51646516,47.84860614,0.00000000,0.00000000
2258.50000000,529.30395169,512.03388074,472.37725322,413.86627698,366.02430838,17.27007095,39.65662752,58.51097624,47.84196860,0.00000000,0.00000000
2259.00000000,529.29575662,512.02502531,472.36940095,413.86391302,366.02858059,17.27073131,39.65562436,58.50548793,47.83533243,0.00000000,0.00000000
2259.50000000,529.28756153,512.01617025,472.36154950,413.86154928,366.03285167,17.27139128,39.65462075,58.50000022,47.82869760,0.00000000,0.00000000
2260.00000000,529.27936641,512.00731556,472.35369888,413.85918575,366.03712161,17.27205085,39.65361668,58.49451313,47.82206413,0.00000000,0.00000000
2260.50000000,529.27117127,511.99846123,472.34584908,413.85682243,366.04139042,17.27271004,39.65261216,58.48902664,47.81543202,0.00000000,0.00000000
2261.00000000,529.26297611,511.98960728,472.33800010,413.85445933,366.04565808,17.27336883,39.65160718,58.48354077,47.80880125,0.00000000,0.00000000
2261.50000000,529.25478093,511.98075369,472.33015194,413.85209644,366.04992460,17.27402724,39.65060175,58.47805550,47.80217184,0.00000000,0.00000000
2262.00000000,529.24658572,511.97190047,472.32230460,413.84973377,366.05418999,17.27468526,39.64959586,58.47257084,47.79554378,0.00000000,0.00000000
2262.50000000,529.23839050,511.96304762,472.31445809,413.84737131,366.05845424,17.27534288,39.64858953,58.46708678,47.78891707,0.00000000,0.00000000
2263.00000000,529.23019525,511.95419513,472.30661240,413.84500906,366.06271735,17.27600012,39.64758274,58.46160334,47.78229171,0.00000000,0.00000000
2263.50000000,529.22199998,511.94534302,472.29876752,413.84264702,366.06697932,17.27665697,39.64657549,58.45612050,47.77566770,0.00000000,0.00000000
2264.00000000,529.21380469,511.93649127,472.29092347,413.84028520,366.07124016,17.27731342,39.64556780,58.45063827,47.76904505,0.00000000,0.00000000
2264.50000000,529.20560938,511.92763989,472.28308025,413.83792359,366.07549986,17.27796949,39.64455965,58.44515665,47.76242374,0.00000000,0.00000000
2265.00000000,529.19741405,511.91878888,472.27523784,413.83556220,366.07975842,17.27862517,39.64355104,58.43967564,47.75580378,0.00000000,0.00000000
2265.50000000,529.18921870,511.90993824,472.26739625,413.83320102,366.08401584,17.27928046,39.64254199,58.43419523,47.74918518,0.00000000,0.00000000
2266.00000000,529.18102332,511.90108796,472.25955548,413.83084005,366.08827213,17.27993536,39.64153248,58.42871543,47.74256792,0.00000000,0.00000000
2266.50000000,529.17282793,511.89223806,472.25171553,413.82847929,366.09252728,17.28058987,39.64052253,58.42323624,47.73595201,0.00000000,0.00000000
2267.00000000,529.16463251,511.88338852,472.24387641,413.82611875,366.09678130,17.28124399,39.63951212,58.41775766,47.72933745,0.00000000,0.00000000
2267.50000000,529.15643707,511.87453935,472.23603810,413.82375841,366.10103418,17.28189772,39.63850126,58.41227969,47.72272423,0.00000000,0.00000000
2268.00000000,529.14824162,511.86569055,472.22820061,413.82139829,366.10528592,17.28255106,39.63748994,58.40680232,47.71611237,0.00000000,0.00000000
2268.50000000,529.14004614,511.85684212,472.22036394,413.81903838,366.10953653,17.28320402,39.63647818,58.40132556,47.70950185,0.00000000,0.00000000
2269.00000000,529.13185064,511.84799406,472.21252809,413.81667869,366.11378601,17.28385658,39.63546596,58.39584940,47.70289268,0.00000000,0.00000000
2269.50000000,529.12365512,511.83914636,472.20469306,413.81431920,366.11803435,17.28450876,39.63445330,58.39037386,47.69628485,0.00000000,0.00000000
2270.00000000,529.11545958,511.83029903,472.19685885,413.81195993,366.12228156,17.28516054,39.63344018,58.38489892,47.68967837,0.00000000,0.00000000
2270.50000000,529.10726401,511.82145207,472.18902546,413.80960087,366.12652763,17.28581194,39.63242662,58.37942459,47.68307324,0.00000000,0.00000000
2271.00000000,529.09906843,511.81260548,472.18119288,413.80724202,366.13077257,17.28646295,39.63141260,58.37395086,47.67646945,0.00000000,0.00000000
2271.50000000,529.09087283,511.80375926,472.17336113,413.80488338,366.13501637,17.28711357,39.63039813,58.36847775,47.66986701,0.00000000,0.00000000
2272.00000000,529.08267721,511.79491341,472.16553019,413.80252495,366.13925904,17.28776380,39.62938322,58.36300524,47.66326591,0.00000000,0.00000000
2272.50000000,529.07448156,511.78606792,472.15770007,413.80016673,366.14350058,17.28841364,39.62836785,58.35753333,47.65666616,0.00000000,0.00000000
2273.00000000,529.06628590,511.77722280,472.14987077,413.79780873,366.14774098,17.28906310,39.62735204,58.35206204,47.65006775,0.00000000,0.00000000
2273.50000000,529.05809022,511.76837806,472.14204228,413.79545093,366.15198025,17.28971216,39.62633577,58.34659135,47.64347068,0.00000000,0.00000000
2274.00000000,529.04989451,511.75953368,472.13421462,413.79309335,366.15621839,17.29036084,39.62531906,58.34112127,47.63687496,0.00000000,0.00000000
2274.50000000,529.04169879,511.75068966,472.12638777,413.79073598,366.16045539,17.29100913,39.62430190,58.33565179,47.63028058,0.00000000,0.00000000
2275.00000000,529.03350305,511.74184602,472.11856173,413.78837881,366.16469127,17.29165703,39.62328429,58.33018292,47.62368755,0.00000000,0.00000000
2275.50000000,529.02530728,511.73300274,472.11073652,413.78602186,366.16892601,17.29230454,39.62226623,58.32471466,47.61709585,0.00000000,0.00000000
2276.00000000,529.01711150,511.72415984,472.10291212,413.78366512,366.17315962,17.29295166,39.62124772,58.31924700,47.61050550,0.00000000,0.00000000
2276.50000000,529.00891570,511.71531730,472.09508854,413.78130858,366.17739210,17.29359840,39.62022876,58.31377995,47.60391649,0.00000000,0.00000000
2277.00000000,529.00071987,511.70647513,472.08726577,413.77895226,366.18162344,17.29424474,39.61920936,58.30831351,47.59732882,0.00000000,0.00000000
2277.50000000,528.99252403,511.69763333,472.07944382,413.77659615,366.18585366,17.29489070,39.61818951,58.30284767,47.59074249,0.00000000,0.00000000
2278.00000000,528.98432817,511.68879189,472.07162268,413.77424025,366.19008275,17.29553627,39.61716921,58.29738244,47.58415750,0.00000000,0.00000000
2278.50000000,528.97613229,511.67995083,472.06380237,413.77188455,366.19431070,17.29618146,39.61614846,58.29191781,47.57757385,0.00000000,0.00000000
2279.00000000,528.96793639,511.67111013,472.05598286,413.76952907,366.19853752,17.29682625,39.61512727,58.28645380,47.57099154,0.00000000,0.00000000
2279.50000000,528.95974047,511.66226981,472.04816418,413.76717379,366.20276322,17.29747066,39.61410563,58.28099038,47.56441057,0.00000000,0.00000000
2280.00000000,528.95154453,511.65342985,472.04034630,413.76481873,366.20698778,17.29811468,39.61308354,58.27552758,47.55783094,0.00000000,0.00000000
2280.50000000,528.94334857,511.64459026,472.03252925,413.76246387,366.21121122,17.29875831,39.61206101,58.27006538,47.55125265,0.00000000,0.00000000
2281.00000000,528.93515259,511.63575103,472.02471300,413.76010922,366.21543352,17.29940156,39.61103803,58.26460378,47.54467570,0.00000000,0.00000000
2281.50000000,528.92695659,511.62691218,472.01689758,413.75775478,366.21965470,17.30004441,39.61001460,58.25914279,47.53810008,0.00000000,0.00000000
2282.00000000,528.91876058,511.61807369,472.00908296,413.75540055,366.22387475,17.30068688,39.60899073,58.25368241,47.53152580,0.00000000,0.00000000
2282.50000000,528.91056454,511.60923558,472.00126916,413.75304653,366.22809367,17.30132896,39.60796641,58.24822263,47.52495286,0.00000000,0.00000000
2283.00000000,528.90236849,511.60039783,471.99345618,413.75069272,366.23231146,17.30197066,39.60694165,58.24276346,47.51838126,0.00000000,0.00000000
2283.50000000,528.89417241,511.59156045,471.98564401,413.74833911,366.23652812,17.30261196,39.60591644,58.23730490,47.51181099,0.00000000,0.00000000
2284.00000000,528.88597632,511.58272344,471.97783265,413.74598572,366.24074365,17.30325288,39.60489079,58.23184694,47.50524206,0.00000000,0.00000000
2284.50000000,528.87778021,511.57388680,471.97002211,413.74363253,366.24495806,17.30389342,39.60386469,58.22638958,47.49867447,0.00000000,0.00000000
2285.00000000,528.86958408,511.56505052,471.96221238,413.74127955,366.24917134,17.30453356,39.60283814,58.22093283,47.49210821,0.00000000,0.00000000
2285.50000000,528.86138793,511.55621462,471.95440346,413.73892677,366.25338349,17.30517332,39.60181115,58.21547669,47.48554328,0.00000000,0.00000000
2286.00000000,528.85319177,511.54737908,471.94659536,413.73657421,366.25759452,17.30581269,39.60078372,58.21002115,47.47897969,0.00000000,0.00000000
2286.50000000,528.84499558,511.53854391,471.93878807,413.73422185,366.26180441,17.30645167,39.59975584,58.20456622,47.47241744,0.00000000,0.00000000
2287.00000000,528.83679938,511.52970911,471.93098159,413.73186970,366.26601318,17.30709027,39.59872752,58.19911189,47.46585652,0.00000000,0.00000000
2287.50000000,528.82860316,511.52087468,471.92317592,413.72951776,366.27022083,17.30772848,39.59769875,58.19365817,47.45929693,0.00000000,0.00000000
2288.00000000,528.82040692,511.51204061,471.91537107,413.72716602,366.27442735,17.30836630,39.59666954,58.18820505,47.45273868,0.00000000,0.00000000
2288.50000000,528.81221066,511.50320692,471.90756703,413.72481449,366.27863274,17.30900374,39.59563989,58.18275253,47.44618175,0.00000000,0.00000000
2289.00000000,528.80401438,511.49437359,471.89976380,413.72246317,366.28283701,17.30964079,39.59460979,58.17730063,47.43962617,0.00000000,0.00000000
2289.50000000,528.79581809,511.48554064,471.89196138,413.72011206,366.28704015,17.31027745,39.59357925,58.17184932,47.43307191,0.00000000,0.00000000
2290.00000000,528.78762177,511.47670805,471.88415978,413.71776115,366.29124217,17.31091373,39.59254827,58.16639863,47.42651899,0.00000000,0.00000000
2290.50000000,528.77942544,511.46787583,471.87635898,413.71541045,366.29544306,17.31154962,39.59151684,58.16094853,47.41996739,0.00000000,0.00000000
2291.00000000,528.77122909,511.45904398,471.86855900,413.71305996,366.29964282,17.31218512,39.59048498,58.15549904,47.41341713,0.00000000,0.00000000
2291.50000000,528.76303273,511.45021249,471.86075983,413.71070967,366.30384147,17.31282024,39.58945266,58.15005016,47.40686820,0.00000000,0.00000000
2292.00000000,528.75483634,511.44138138,471.85296147,413.70835959,366.30803898,17.31345497,39.58841991,58.14460188,47.40032060,0.00000000,0.00000000
2292.50000000,528.74663994,511.43255063,471.84516392,413.70600971,366.31223538,17.31408931,39.58738672,58.13915421,47.39377433,0.00000000,0.00000000
2293.00000000,528.73844352,511.42372025,471.83736718,413.70366004,366.31643065,17.31472327,39.58635308,58.13370714,47.38722939,0.00000000,0.00000000
