time_s,demand_MW,actual_MW,q_kg_s,T1_C,T2_C,T3_C,T4_C,T5_C
3360,18.0,17.79955641776475,55.01677788897818,505.87423908280596,454.48599698204674,388.9915983438853,330.91719144018896,298.7286391931798
3370,18.0,17.768529357478926,55.01677788897818,505.4985675589206,454.0252391274347,388.5877216126114,330.69725420816417,298.67034299895124
3380,18.0,17.737453190975746,55.01677788897818,505.1222973061006,453.56491193679153,388.1851508936674,330.47843418453044,298.612418283144
3390,18.0,17.706328525821657,55.01677788897818,504.74543569150165,453.1050214290321,387.7838846347851,330.26072607716173,298.5548626205856
3400,18.0,17.67515596875156,55.01677788897818,504.3679900723594,452.64557356926304,387.3839212586786,330.04412461522054,298.49767360234455
3410,18.0,17.64393612564329,55.01677788897818,503.98996779567784,452.18657426899824,386.98525916336826,329.8286245491118,298.4408488356187
3420,18.0,17.612669601492307,55.01677788897818,503.61137619792106,451.7280293863752,386.5878967225023,329.61422065043655,298.38438594362435
3430,18.0,17.581357000386756,55.01677788897818,503.23222260470897,451.26994472637216,386.1918322856756,329.4009077119453,298.3282825654863
3440,18.0,17.549998925482807,55.01677788897818,502.8525143305167,450.81232604102524,385.7970641787458,329.18868054749083,298.27253635612834
3450,18.0,17.51859597898029,55.01677788897818,502.4722586783777,450.35517902964705,385.4035907041469,328.9775339919807,298.21714498616484
3460,18.0,17.48714876209868,55.01677788897818,502.0914629395905,449.898509339045,385.0114101412002,328.76746290132945,298.16210614179306
3470,18.0,17.45565787505331,55.01677788897818,501.71013439342903,449.4423225637408,384.6205207464227,328.5584621524104,298.1074175246859
3480,18.0,17.424123917031952,55.01677788897818,501.3282803068569,448.98662424619,384.23092075383295,328.35052664300724,298.0530768518859
3490,18.0,17.39254748617165,55.01677788897818,500.945907934245,448.53141987700246,383.84260837525426,328.14365129176497,297.9990818556996
3500,18.0,17.36092917953589,55.01677788897818,500.56302451709246,448.076714895163,383.4555818006156,327.93783103814076,297.9454302835928
3510,18.0,17.329269593092,55.01677788897818,500.179637283752,447.62251468825247,383.06983919824967,327.7330608423545,297.89211989808655
3520,18.0,17.297569321688886,55.01677788897818,499.7957534491579,447.16882459266964,382.6853787151886,327.529335685339,297.83914847665386
3530,18.0,17.265828959035076,55.01677788897818,499.411380214558,446.7156498938531,382.3021984774575,327.3266505686897,297.7865138116171
3540,18.0,17.234049097677012,55.01677788897818,499.02652476724904,446.26299582650364,381.92029659036496,327.1250005146143,297.7342137100463
3550,18.0,17.20223032897762,55.01677788897818,498.6411942803157,445.8108675748072,381.5396711387914,326.9243805658823,297.6822459936578
3560,18.0,17.170373243095234,55.01677788897818,498.25539591237265,445.3592702726581,381.16032018747524,326.7247857857734,297.63060849871397
3570,18.0,17.138478428962706,55.01677788897818,497.86913680731055,444.90820900388223,380.78224178129614,326.52621125802676,297.57929907592364
3580,18.0,17.106546474266874,55.01677788897818,497.48242409404503,444.4576888024614,380.40543394555624,326.32865208678913,297.52831559034286
3590,18.0,17.074577965428276,55.01677788897818,497.0952648862693,444.0077146527571,380.02989468625873,326.132103396563,297.47765592127666
3600,25.0,23.23042011014174,75.01677788897818,496.7076662822102,443.55829148973504,379.65562199038436,325.9365603321548,297.4273179621815
3610,25.0,23.171584369891132,75.01677788897818,496.1852138416083,442.94827822086927,379.14749056706927,325.67045804161484,297.3586900547704
3620,25.0,23.112656248660638,75.01677788897818,495.66193150293753,442.33927945200605,378.6416816876234,325.40621295579655,297.2906699629147
3630,25.0,23.053637750208654,75.01677788897818,495.13783710111954,441.73130737328154,378.138190530282,325.1438130983639,297.2232522016923
3640,25.0,22.994530871997284,75.01677788897818,494.61294841563705,441.12437401175987,377.6370122081909,324.88324655727695,297.15643133665054
3650,25.0,22.935337605077446,75.01677788897818,494.08728316950277,440.5184912324059,377.13814177063284,324.6245014846291,297.0902019833325
3660,25.0,22.8760599339761,75.01677788897818,493.56085902824805,439.9136707390595,376.64157420423913,324.36756609648273,297.02455880680776
3670,25.0,22.816699836585627,75.01677788897818,493.0336935989301,439.3099240754121,376.14730443418887,324.1124286727013,296.95949652120754
3680,25.0,22.757259284055326,75.01677788897818,492.50580442915856,438.7072626259843,375.65532732539447,323.8590775567793,296.8950098892647
3690,25.0,22.69774024068509,75.01677788897818,491.97720900614087,438.10569761710576,375.1656376836744,323.60750115566987,296.8310937218577
3700,25.0,22.638144663821077,75.01677788897818,491.4479247557461,437.50524011789594,374.67823025691257,323.3576879396094,296.7677428775592
3710,25.0,22.578474503753473,75.01677788897818,490.9179690415875,436.9059010412462,374.19309973620506,323.1096264419404,296.7049522621889
3720,25.0,22.518731703616393,75.01677788897818,490.38735916412327,436.30769114480313,373.7102407569939,322.86330525893186,296.6427168283705
3730,25.0,22.45891819928968,75.01677788897818,489.85611235977524,435.710621031953,373.22964790018847,322.618713049597,296.5810315750932
3740,25.0,22.39903591930281,75.01677788897818,489.324245800066,435.1147011528067,372.75131569327357,322.3758385355092,296.5198915472772
3750,25.0,22.339086784740758,75.01677788897818,488.7917765907735,434.5199418051857,372.2752386114058,322.1346705006161,296.4592918353433
3760,25.0,22.279072709151887,75.01677788897818,488.25872177110335,433.9263531356087,371.8014110784974,321.89519779105075,296.3992275747869
3770,25.0,22.218995598457713,75.01677788897818,487.72509831287874,433.33394514027856,371.32982746828714,321.6574093149417,296.3396939457556
3780,25.0,22.15885735086467,75.01677788897818,487.1909231197476,432.7427276660697,370.86048210539997,321.4212940422203,296.28068617263125
3790,25.0,22.098659856777804,75.01677788897818,486.6562130264069,432.15271041151584,370.39336926639385,321.186841004427,296.222199523616
3800,25.0,22.038404998716317,75.01677788897818,486.1209847978439,431.5639029277977,369.928483180795,320.9540392945147,296.16422931032184
3810,25.0,21.97809465123106,75.01677788897818,485.58525512859444,430.97631461973106,369.46581803212126,320.7228780666515,296.10677088736463
3820,25.0,21.91773068082384,75.01677788897818,485.04904064201764,430.38995474675426,369.00536795889326,320.49334653602074,296.0498196519616
3830,25.0,21.857314945868602,75.01677788897818,484.51235788958735,429.804832423916,368.5471270556345,320.26543397861997,295.993371043533
3840,25.0,21.796849296534422,75.01677788897818,483.97522335019966,429.2209566228628,368.09108937385946,320.0391297310579,295.9374205433071
3850,25.0,21.736335574710353,75.01677788897818,483.43765342949683,428.63833617282535,367.63724892305027,319.8144231903501,295.8819636739296
3860,25.0,21.67577561393202,75.01677788897818,482.89966445920726,428.05697976160553,367.1855996716221,319.5913038137128,295.8269959990762
3870,25.0,21.615171239310005,75.01677788897818,482.36127269650115,427.47689593656196,366.73613554787715,319.36976111835537,295.77251312306913
3880,25.0,21.554524267460003,75.01677788897818,481.82249432336187,426.898093105595,366.28885044094756,319.1497846812717,295.7185106904973
3890,25.0,21.493836506434715,75.01677788897818,481.28334544597317,426.32057953813137,365.84373820172715,318.9313641390295,295.66498438584006
3900,25.0,24.95899272304535,87.37721989067037,480.7438420941214,425.7443633661073,365.4007926437922,318.7144891875588,295.6119299330946
3910,25.0,24.876948010574083,87.37721989067037,480.1180920083822,425.0755027488054,364.8875264999841,318.46337046334196,295.5506711406248
3920,25.0,24.79484441992106,87.37721989067037,479.49188019720407,424.40841061323533,364.3771732649634,318.21432531475006,295.49004680968307
3930,25.0,24.71268521813882,87.37721989067037,478.8652316594147,423.74309922689383,363.8697232171709,317.9673377794299,295.4300502619416
3940,25.0,24.630473653328874,87.37721989067037,478.23817124979894,423.0795806137096,363.36516657044206,317.7223920005507,295.37067489056005
3950,25.0,24.5482129545,87.37721989067037,477.61072367800085,422.4178665560756,362.86349347587003,317.47947222638436,295.31191415940737
3960,25.0,24.465906331431125,87.37721989067037,476.9829135074598,421.7579685968784,362.36469402364247,317.2385628098817,295.2537616022916
3970,25.0,24.383556974538738,87.37721989067037,476.35476515438177,421.0998980415249,361.8687582448539,316.99964820824584,295.1962108221988
3980,25.0,24.301168054748665,87.37721989067037,475.7263028867446,420.4436659599653,361.37567611329234,316.76271298250185,295.1392554905399
3990,25.0,24.21874272337233,87.37721989067037,475.0975508233367,419.7892831887133,360.8854375472019,316.52774179706387,295.08288934640626
4000,25.0,24.136284111987294,87.37721989067037,474.46853293282953,419.1367603328623,360.39803241102015,316.2947194192987,295.0271061958333
4010,25.0,24.05379533232211,87.37721989067037,473.83927303288266,418.4861077680979,359.91345051709186,316.06363071908703,294.9718999110723
4020,25.0,23.971279476145398,87.37721989067037,473.20979478928143,417.83733564270614,359.4316816273583,315.8344606683814,294.9172644298701
4030,25.0,23.888739615159082,87.37721989067037,472.58012171510654,417.1904538795776,358.9527154550229,315.60719434076185,294.8631937547573
4040,25.0,23.80617880089576,87.37721989067037,471.95027716993553,416.545472178207,358.4765416661934,315.3818169109892,294.8096819523436
4050,25.0,23.72360006462018,87.37721989067037,471.3202843590753,415.902400016688,358.0031498815007,315.15831365455546,294.75672315262165
4060,25.0,23.641006417234674,87.37721989067037,470.6901663328256,415.2612466537031,357.5325296776946,314.93666994723236,294.7043115482779
4070,25.0,23.55840084918857,87.37721989067037,470.059945985773,414.6220211305086,357.0646705892167,314.7168712646175,294.6524413940116
4080,25.0,23.475786330391582,87.37721989067037,469.4296460561149,413.984732272914,356.59956210975093,314.49890318167854,294.6011070058613
4090,25.0,23.39316581013095,87.37721989067037,468.7992891250129,413.3493886932562,356.13719369375144,314.2827513722951,294.5503027605385
4100,25.0,23.31054221699251,87.37721989067037,468.168897615976,412.71599879236777,355.6775547579485,314.0684016087992,294.5000230947687
4110,25.0,23.227918458785396,87.37721989067037,467.5384937942722,412.0845707615397,355.22063468283244,313.85583976151383,294.45026250464014
4120,25.0,23.14529742247058,87.37721989067037,466.90809976636876,411.4551125844779,354.7664228141162,313.6450517982894,294.4010155449591
4130,25.0,23.06268197409297,87.37721989067037,466.2777374794006,410.8276320392536,354.31490846417597,313.43602378403915,294.3522768286128
4140,25.0,22.98007495871715,87.37721989067037,465.64742872066626,410.20213670024754,353.8660809134711,313.2287418802729,294.30404102593934
4150,25.0,22.897479200366675,87.37721989067037,465.0171951171513,409.5786339400874,353.41992941194263,313.0231923446291,294.2563028641042
4160,25.0,22.814897501966904,87.37721989067037,464.3870581350786,408.95713093157894,352.9764431803914,312.81936153040607,294.20905712648414
4170,25.0,22.732332645291226,87.37721989067037,463.7570390794853,408.33763464963,352.5356114118354,312.61723588609163,294.16229865205725
4180,25.0,22.649787390910763,87.37721989067037,463.12715909382604,407.7201518731679,352.09742327284675,312.41680195489164,294.11602233480045
4190,25.0,22.56726447814737,87.37721989067037,462.4974391596015,407.10468918704936,351.66186790486876,312.21804637425754,294.0702231230932
4200,25.0,24.949348917409374,96.97370268091727,461.8679000960133,406.4912529839637,351.228934425513,312.02095587541305,294.02489601912777
4210,25.0,24.848065226524245,96.97370268091727,461.1714769400867,405.8131206166215,350.75140463436657,311.80390546181394,293.97521436965394
4220,25.0,24.746820377693542,96.97370268091727,460.4753068728327,405.13749094060717,350.27707256176615,311.58887784547204,293.9261040907509
4230,25.0,24.64561840817125,96.97370268091727,459.7794177730932,404.4643719879592,349.8059233981874,311.37585525299306,293.87755851518745
4240,25.0,24.544463319149457,96.97370268091727,459.08383727197554,403.79377151191466,349.3379423030414,311.16482004959914,293.8295710547145
4250,25.0,24.443359075708923,96.97370268091727,458.3885927524911,403.1256969899944,348.8731144067187,310.95575473834947,293.7821351991152
4260,25.0,24.34230960677574,96.97370268091727,457.69371134923665,402.4601556270756,348.4114248125989,310.74864195936,293.73524451526595
4270,25.0,24.2413188050841,96.97370268091727,456.9992199481178,401.79715435844935,347.95285859902606,310.54346448902146,293.6888926462095
4280,25.0,24.140390527144945,96.97370268091727,456.3051451861131,401.1366998528644,347.4974008212497,310.3402052392164,293.64307331023906
4290,25.0,24.039528593220513,96.97370268091727,455.6115134510792,400.47879851555626,347.0450365133328,310.13884725653514,293.5977802999934
4300,25.0,23.938736787304556,96.97370268091727,454.91835088159525,399.8234564912614,346.5957506900265,309.9393737214908,293.5530074815636
4310,25.0,23.838018857108246,96.97370268091727,454.2256833668469,399.17067966721675,346.14952834861197,309.7417679477339,293.5087487936101
4320,25.0,23.737378514051617,96.97370268091727,453.5335365465486,398.52047367614375,345.7063544707104,309.5460133812657,293.46499824649084
4330,25.0,23.636819433260452,96.97370268091727,452.8419358109034,397.87284389921734,345.26621402406056,309.352093599652,293.42174992139996
4340,25.0,23.536345253568545,96.97370268091727,452.15090630060047,397.22779546901916,344.8290919642654,309.15999231123567,293.3789979695172
4350,25.0,23.4359595775252,96.97370268091727,451.4604729068485,396.58533327247494,344.39497323650704,308.9696933543498,293.33673661116717
4360,25.0,23.335665971407842,96.97370268091727,450.77066027144537,395.94546195377626,343.96384277723143,308.7811806965301,293.2949601349896
4370,25.0,23.235467965239845,96.97370268091727,450.0814927868826,395.308185917286,343.53568551580247,308.5944384337279,293.25366289711894
4380,25.0,23.135369052813196,96.97370268091727,449.39299459648487,394.6735093304274,343.11048637612623,308.40945078952274,293.21283932037454
4390,25.0,23.035372691716095,96.97370268091727,448.7051895945829,394.04143612655736,342.6882302782455,308.22620211433576,293.1724838934606
4400,25.0,22.935482303365394,96.97370268091727,448.01810142672,393.4119700078221,342.26890213990526,308.0446768846432,293.1325911701755
4410,25.0,22.8357012730437,96.97370268091727,447.3317534898913,392.7851144479972,341.85248687808934,307.86485970219036,293.0931557686312
4420,25.0,22.73603294994109,96.97370268091727,446.6461689328147,392.16087269531016,341.43896941052833,307.68673529320625,293.0541723704821
4430,25.0,22.636480647201395,96.97370268091727,445.96137065623367,391.539247775246,341.02833465717964,307.5102885076191,293.01563572016283
4440,25.0,22.537047641972947,96.97370268091727,445.27738131325077,390.92024249333616,340.6205675416798,307.33550431827234,292.9775406241361
4450,25.0,22.437737175463567,96.97370268091727,444.5942233096913,390.3038594379297,340.21565299276915,307.16236782014164,292.939881950149
4460,25.0,22.338552452999995,96.97370268091727,443.9119188044969,389.69010098294746,339.8135759456897,306.9908642295531,292.9026546264987
4470,25.0,22.23949664409138,96.97370268091727,443.23048971014794,389.0789692906188,339.4143213435563,306.82097888340223,292.865853641307
4480,25.0,22.140572882496915,96.97370268091727,442.54995769311455,388.4704663142004,339.0178741387013,306.6526972383745,292.8294740418038
4490,25.0,22.041784266297544,96.97370268091727,441.87034417433586,387.86459380067816,338.6242192939932,306.4860048701667,292.79351093361913
4500,25.0,22.626378547736216,100.0,441.191670329726,387.26135329345055,338.23334178412983,306.32088747271,292.75795948008397
4510,25.0,22.521712308655864,100.0,440.49337697342355,386.6420945725793,337.83311972463537,306.15219855118164,292.7217739753908
4520,25.0,22.417203283025927,100.0,439.7961204753214,386.0256353236837,337.43581832952935,305.9851558235144,292.6860161395634
4530,25.0,22.31285481969158,100.0,439.0999232983576,385.41197660938855,337.041421207691,305.8197439692915,292.6506808475527
4540,25.0,22.20867022636289,100.0,438.4048076308635,384.8011192742586,336.649911986141,305.65594779836334,292.6157630366211
4550,25.0,22.10465276972862,100.0,437.71079538730845,384.1930639478086,336.2612743114171,305.49375224995237,292.5812577055732
4560,25.0,22.000805675574323,100.0,437.01790820907314,383.5878110474917,335.87549185092115,305.33314239176036,292.5471599139965
4570,25.0,21.897132128904666,100.0,436.32616746525116,382.9853607816667,335.49254829423796,305.17410341907794,292.51346478151163
4580,25.0,21.79363527406978,100.0,435.6355942534778,382.3857131525434,335.11242735442636,305.0166206538961,292.480167487032
4590,25.0,21.690318214895527,100.0,434.9462094007859,381.7888679591062,334.7351127692827,304.86067954402046,292.4472632680326
4600,25.0,21.587184014817833,100.0,434.2580334644879,381.19482480001597,334.36058830257736,304.70626566218795,292.41474741982796
4610,25.0,21.48423569702057,100.0,433.57108673308323,380.60358307649017,333.98883774526456,304.5533647051857,292.38261529485925
4620,25.0,21.381476244577364,100.0,432.88538922719107,380.01514199516106,333.619844916666,304.4019624929731,292.3508623019903
4630,25.0,21.278908600596882,100.0,432.20096070050715,379.4295005709119,333.25359366562833,304.25204496780606,292.3194839058122
4640,25.0,21.176535668371727,100.0,431.5178206407847,378.8466576296912,332.89006787165516,304.1035981933644,292.28847562595695
4650,25.0,21.074360311530672,100.0,430.8359882708383,378.2666118113051,332.529251446014,303.95660835388196,292.25783303641947
4660,25.0,20.972385354194387,100.0,430.15548254957065,377.68936157218747,332.171128332818,303.8110617532794,292.22755176488806
4670,25.0,20.87061358113429,100.0,429.4763221730211,377.1149051881482,331.8156825100838,303.66694481430034,292.1976274920833
4680,25.0,20.7690477379347,100.0,428.79852557543603,376.5432407570994,331.46289799076436,303.52424407765045,292.16805595110543
4690,25.0,20.66769053115802,100.0,428.1221109303599,375.9743662017593,331.1127588237589,303.38294620113936,292.1388329267894
4700,25.0,20.566544628512975,100.0,427.44709615174696,375.40827927233437,330.7652490948989,303.24303795882605,292.1099542550684
4710,25.0,20.465612659025762,100.0,426.77349889509264,374.84497754917885,330.4203529279108,303.1045062401673,292.0814158223451
4720,25.0,20.3648972132141,100.0,426.1013365585842,374.2844584454328,330.07805448535663,302.9673380491694,292.05321356487104
4730,25.0,20.264400843264003,100.0,425.43062628427043,373.72671920963757,329.7383379695515,302.8315205035433,292.0253434681333
4740,25.0,20.164126063209306,100.0,424.76138495924954,373.1717569283294,329.40118762345924,302.6970408338628,291.9978015662493
4750,25.0,20.064075349113818,100.0,424.09362921687455,372.61956852861067,329.0665877315664,302.5638863827267,291.9705839413687
4760,25.0,19.964251139255975,100.0,423.42737543797637,372.0701507806995,328.7345226207346,302.43204460392394,291.9436867230835
4770,25.0,19.864655834316,100.0,422.76263975210327,371.52350030045693,328.4049766610316,302.3015030616024,291.91710608784433
4780,25.0,19.765291797565506,100.0,422.0994380387768,370.9796135518921,328.077934266542,302.1722494294413,291.8908382583853
4790,25.0,19.666161355059337,100.0,421.43778592876333,370.43848684964576,327.753379896157,302.04427148982734,291.8648795031551
4800,25.0,19.567266795829752,100.0,420.7776988053612,369.9001163614513,327.43129805434404,301.917557133034,291.8392261357557
4810,25.0,19.468610372082754,100.0,420.1191918057022,369.3644981105743,327.1116732918965,301.79209435640496,291.81387451438775
4820,25.0,19.370194299396523,100.0,419.46227982206784,368.8316279782297,326.7944902066642,301.66787126354114,291.788821041303
4830,25.0,19.272020756921936,100.0,418.8069775032191,368.3015017059775,326.47973344426384,301.5448760634914,291.7640621622636
4840,25.0,19.17409188758505,100.0,418.15329925574,367.77411489809657,326.16738769877105,301.423097069947,291.73959436600825
4850,25.0,19.076409798291476,100.0,417.50125924539395,367.2494630239363,325.8574377133935,301.30252270043997,291.71541418372465
4860,25.0,18.978976560132622,100.0,416.85087139849236,366.727541420247,325.5498682811254,301.18314147554526,291.69151818852873
4870,25.0,18.88179420859376,100.0,416.202149403276,366.2083452934883,325.2446642453842,301.0649420180868,291.6679029949505
4880,25.0,18.78486474376369,100.0,415.5551067113075,365.6918697221161,324.941810500629,300.94791305234753,291.64456525842604
4890,25.0,18.688190130546193,100.0,414.90975653887506,365.17810965884775,324.64129199296195,300.83204340328314,291.6215016747959
4900,25.0,18.591772298873003,100.0,414.2661118684075,364.6670599329059,324.34309372071147,300.71732199574,291.59870897980994
4910,25.0,18.49561314391831,100.0,413.62418544989913,364.15871525224065,324.04720073499925,300.6037378536769,291.5761839486379
4920,25.0,18.39971452631476,100.0,412.9839898023449,363.6530702057307,323.75359814028997,300.49128009939085,291.5539233953866
4930,25.0,18.30407827237088,100.0,412.34553721518523,363.1501192653629,323.46227109492463,300.37993795274707,291.53192417262284
4940,25.0,18.208706174289787,100.0,411.7088397497599,362.64985678839025,323.1732048116377,300.26970073041264,291.51018317090205
4950,25.0,18.113599990389275,100.0,411.0739092407707,362.1522770194695,322.8863845580581,300.1605578450947,291.4886973183032
4960,25.0,18.01876144532305,100.0,410.44075729775295,361.65737409277705,322.6017956571947,300.05249880478215,291.46746357996926
4970,25.0,17.924192230303255,100.0,409.8093953065544,361.1651420341037,322.31942348790585,299.9455132119922,291.4464789576535
4980,25.0,17.829894003324014,100.0,409.1798344308223,360.67557476292916,322.0392534853542,299.8395907630202,291.4257404892711
4990,25.0,17.735868389386127,100.0,408.55208561349787,360.1886660944747,321.76127114144623,299.7347212471944,291.40524524845694
5000,25.0,17.64211698072275,100.0,407.9261595783172,359.70440974173596,321.48546200525703,299.63089454613396,291.38499034412825
5010,25.0,17.548641337026034,100.0,407.3020668313195,359.22279931749443,321.2118116834406,299.5281006330122,291.3649729200531
5020,25.0,17.45544298567469,100.0,406.67981766236096,358.7438283363086,320.94030584062585,299.426329571823,291.345190154424
5030,25.0,17.36252342196243,100.0,406.0594221466349,358.2674902164842,320.67093019979865,299.325571516652,291.3256392594371
5040,25.0,17.26988410932721,100.0,405.44089014619755,357.7937782820247,320.4036705426699,299.225816710952,291.30631748087615
5050,25.0,17.177526479581218,100.0,404.82423131149864,357.32268576456056,320.1385127100301,299.127055486822,291.2872220977022
5060,25.0,17.08545193314158,100.0,404.20945508291754,356.85420580525914,319.87544260209074,299.02927826429095,291.26835042164794
5070,25.0,16.993661839261808,100.0,403.59657069230354,356.3883314567136,319.61444617881193,298.9324755506059,291.2496997968171
5080,25.0,16.902157536263758,100.0,402.9855871645206,355.9250556848124,319.35550946021806,298.8366379395235,291.2312675992891
5090,25.0,16.81094033177022,100.0,402.37651331899616,355.46437137058825,319.0986185266998,298.74175611060673,291.21305123672846
5100,25.0,16.720011502938057,100.0,401.76935777127346,355.00627131204783,318.84375951930434,298.6478208285253,291.195048147999
5110,25.0,16.629372296691773,100.0,401.1641289345673,354.550748225981,318.590918640013,298.5548229423604,291.1772558027827
5120,25.0,16.53902392995757,100.0,400.560835021323,354.09779474975113,318.34008215200674,298.4627533849134,291.15967170120376
5130,25.0,16.448967589897798,100.0,399.959484044778,353.6474034430651,318.09123637992,298.3716031720197,291.1422933734567
5140,25.0,16.359204434145703,100.0,399.360083820526,353.1995667897245,317.84436771008274,298.28136340186563,291.1251183794395
5150,25.0,16.269735591040593,100.0,398.7626419680834,352.75427719935686,317.5994625907511,298.19202525431047,291.10814430839116
5160,25.0,16.18056215986318,100.0,398.16716591245785,352.31152700912816,317.35650753232676,298.10357999021227,291.0913687785337
5170,25.0,16.09168521107119,100.0,397.57366288571785,351.87130848543586,317.1154891075652,298.0160189507582,291.07478943671873
5180,25.0,16.0031057865352,100.0,396.98213992856466,351.43361382558305,316.8763939517734,297.929333556799,291.05840395807815
5190,25.0,15.914824899774596,100.0,396.39260389190474,350.9984351594336,316.63920876299625,297.8435153081874,291.0422100456794
5200,25.0,15.826843536193607,100.0,395.8050614384232,350.5657645510485,316.403920302193,297.7585557831214,291.026205430185
5210,25.0,15.73916265331753,100.0,395.21951904415823,350.1355940003036,316.1705153934033,297.6744466374912,291.0103878695159
5220,25.0,15.65178318102889,100.0,394.6359830000755,349.7079154444886,315.93898092390305,297.5911796042308,290.9947551485198
5230,25.0,15.564706021803682,100.0,394.0544594136431,349.2827207598875,315.70930384435013,297.50874649267337,290.97930507864254
5240,25.0,15.47793205094751,100.0,393.474954210406,348.8600017633412,315.48147116892085,297.4271391879114,290.9640354976044
5250,25.0,15.39146211683174,100.0,392.89747313556074,348.439750213791,315.25546997543637,297.3463496501605,290.94894426908
5260,25.0,15.30529704112954,100.0,392.32202175552914,348.0219578138049,315.0312874054799,297.26636991412784,290.93402928238226
5270,25.0,15.219437619051734,100.0,391.7486054595314,347.606616211085,314.80891066450454,297.18719208838456,290.91928845215017
5280,25.0,15.13388461958255,100.0,391.17722946115833,347.19371699995776,314.5883270219324,297.1088083547425,290.90471971804067
5290,25.0,15.048638785715172,100.0,390.6078987999423,346.7832517228458,314.36952381124445,297.0312109676351,290.8903210444239
5300,25.0,14.963700834687053,100.0,390.0406183429267,346.37521187172274,314.1524884300617,296.9543922535023,290.8760904200828
5310,25.0,14.879071458214952,100.0,389.475392786234,345.9695888895497,313.93720834021786,296.8783446101801,290.86202585791585
5320,25.0,14.794751322729718,100.0,388.91222665663196,345.56637417169514,313.72367106782383,296.8030605062935,290.8481253946438
5330,25.0,14.710741069610753,100.0,388.35112431309756,345.16555906733686,313.51186420332346,296.72853248065456,290.83438709051995
5340,25.0,14.627041315420126,100.0,387.79208994837916,344.7671348808469,313.3017754015416,296.6547531416637,290.8208090290441
5350,25.0,14.543652652136288,100.0,387.23512759055586,344.3710928731598,313.09339238172396,296.5817151667158,290.8073893166797
5360,25.0,14.460575647387437,100.0,386.68024110459464,343.9774242631231,312.8867029275695,296.50941130161,290.794126082575
5370,25.0,14.377810844684413,100.0,386.1274341939045,343.5861202288319,312.6816948872548,296.43783435996386,290.7810174782872
5380,25.0,14.295358763653173,100.0,385.5767104018877,343.19717190894585,312.4783561734512,296.3669772226316,290.76806167751016
5390,25.0,14.213219900266768,100.0,385.028073113488,342.81057040399054,312.27667476333437,296.2968328371263,290.7552568758056
5400,32.0,14.131394727076776,100.0,384.4815255567355,342.42630677764134,312.0766386985871,296.22739421704637,290.74260129033735
5410,32.0,14.049883693444304,100.0,383.9370708042881,342.0443720579918,311.87823608539446,296.1586544415058,290.730093159609
5420,32.0,13.968687225770351,100.0,383.39471177496927,341.6647572388052,311.6814550944326,296.0906066545689,290.71773074320504
5430,32.0,13.887805727725612,100.0,382.85445123530207,341.2874532807504,311.4862839608502,296.0232440646886,290.70551232153457
5440,32.0,13.807239580479685,100.0,382.31629180103937,340.91245111262174,311.2927109842439,295.9565599441491,290.69343619557895
5450,32.0,13.726989142929687,100.0,381.78023593868977,340.5397416325425,311.1007245286267,295.89054762851254,290.68150068664175
5460,32.0,13.647054751928179,100.0,381.24628596703946,340.16931570915335,310.9103130223902,295.82520051606946,290.66970413610255
5470,32.0,13.567436722510408,100.0,380.7144440586696,339.80116418278493,310.72146495826064,295.76051206729335,290.65804490517314
5480,32.0,13.488135348120947,100.0,380.1847122414692,339.4352778666147,310.53416889324865,295.6964758042994,290.64652137465714
5490,32.0,13.40915090083953,100.0,379.6570924001434,339.07164754780865,310.3484134485932,295.63308531030674,290.63513194471227
5500,32.0,13.330483631606214,100.0,379.13158627771696,338.7102639886479,310.16418730969957,295.570334229105,290.6238750346159
5510,32.0,13.252133770445782,100.0,378.60819547703255,338.35111792763996,309.98147922607154,295.50821626452483,290.612749082533
5520,32.0,13.17410152669135,100.0,378.0869214622445,337.994200080615,309.8002780112381,295.4467251799118,290.60175254528764
5530,32.0,13.096387089207246,100.0,377.56776556030684,337.6395011418073,309.6205725426745,295.3858547976051,290.5908838981365
5540,32.0,13.018990626611,100.0,377.0507289624564,337.2870117849221,309.44235176171793,295.3255989984191,290.58014163454567
5550,32.0,12.94191228749462,100.0,376.5358127256903,336.9367226641874,309.2656046734782,295.2659517211296,290.5695242659702
5560,32.0,12.8651522006449,100.0,376.0230177742379,336.58862441539185,309.0903203467428,295.2069069619636,290.5590303216361
5570,32.0,12.788710475263022,100.0,375.51234490102746,336.2427076569076,308.9164879138774,295.1484587740928,290.54865834832526
5580,32.0,12.712587201183107,100.0,375.00379476914617,335.89896299069954,308.74409657072084,295.0906012671309,290.53840691016273
5590,32.0,12.636782449090047,100.0,374.49736791329525,335.55738100331973,308.573135576476,295.0333286066353,290.528274588407
5600,32.0,12.56129627073633,100.0,373.9930647412387,335.2179522668885,308.4035942535954,294.9766350136114,290.5182599812425
5610,32.0,12.486128699157973,100.0,373.4908855352457,334.880667340061,308.23546198766246,294.9205147640222,290.50836170357496
5620,32.0,12.411279748889552,100.0,372.99083045352734,334.5455167689804,308.0687282272682,294.8649621883,290.49857838682885
5630,32.0,12.336749416178199,100.0,372.4928995316667,334.2124910882173,307.9033824838835,294.8099716708633,290.48890867874786
5640,32.0,12.262537679196733,100.0,371.9970926840426,333.8815808216956,307.73941433172695,294.7555376496364,290.4793512431974
5650,32.0,12.188644498255774,100.0,371.5034097052472,333.55277648360493,307.576813407629,294.70165461557303,290.46990475996967
