R_m,H_m,V_m3,surface_m2,mass_kg,K_W_K,UA_top_W_K,energy_upper_MWh
2.25,10.0,159.04312808798326,173.18029502913734,286277.63055836986,755.4548584179206,141.3716694115407,22.66364575253762
2.3,5.0,83.09512568745001,105.49468130754525,149571.22623741,1578.8073880615505,99.42512430080976,11.841055410461625
2.3,5.125,85.17250382963626,107.30109708335937,153310.50689334527,1540.2998907917565,100.58123039733081,12.137081795723168
2.3,5.25,87.24988197182252,109.10751285917351,157049.78754928053,1503.6260838681433,101.73733649385184,12.433108180984709
2.3,5.375,89.32726011400877,110.91392863498763,160789.06820521576,1468.6580354060934,102.8934425903729,12.729134566246248
2.3,5.5,91.40463825619501,112.72034441080177,164528.34886115103,1435.2794436923186,104.04954868689393,13.02516095150779
2.3,5.625,93.48201639838126,114.52676018661589,168267.62951708626,1403.3843449436004,105.20565478341499,13.321187336769329
2.3,5.75,95.55939454056751,116.33317596243003,172006.91017302155,1372.8759896187396,106.36176087993603,13.617213722030872
2.3,5.875,97.63677268275376,118.13959173824415,175746.19082895675,1343.665862180043,107.51786697645707,13.913240107292408
2.3,6.0,99.71415082494002,119.9460075140583,179485.47148489204,1315.6728233846254,108.6739730729781,14.209266492553954
2.3,6.125,101.79152896712627,121.75242328987241,183224.75214082724,1288.8223576012656,109.83007916949916,14.50529287781549
2.3,6.25,103.86890710931252,123.55883906568656,186964.03279676253,1263.0459104492404,110.9861852660202,14.801319263077035
2.3,6.375,105.94628525149876,125.36525484150067,190703.31345269777,1238.2803043620004,112.14229136254124,15.097345648338573
2.3,6.5,108.02366339368501,127.17167061731482,194442.59410863303,1214.467221585808,113.29839745906227,15.393372033600116
2.3,6.625,110.10104153587126,128.97808639312893,198181.8747645683,1191.5527457068306,114.45450355558333,15.689398418861655
2.3,6.75,112.17841967805751,130.78450216894308,201921.15542050352,1169.486954119667,115.61060965210437,15.985424804123197
2.3,6.875,114.25579782024377,132.5909179447572,205660.43607643878,1148.2235549538548,116.76671574862542,16.28145118938474
2.3,7.0,116.33317596243002,134.39733372057134,209399.71673237404,1127.7195629011073,117.92282184514646,16.577477574646277
2.3,7.125,118.41055410461627,136.20374949638546,213138.99738830928,1107.9350091660003,119.0789279416675,16.87350395990782
2.3,7.25,120.48793224680252,138.0101652721996,216878.27804424454,1088.832681421759,120.23503403818854,17.169530345169356
2.3,7.375,122.56531038898876,139.81658104801372,220617.55870017977,1070.3778902112206,121.39114013470959,17.4655567304309
2.3,7.5,124.64268853117501,141.62299682382786,224356.83935611503,1052.5382587077004,122.54724623123063,17.76158311569244
2.3,7.625,126.72006667336127,143.42941259964198,228096.12001205032,1035.283533155115,123.70335232775169,18.057609500953983
2.3,7.75,128.79744481554752,145.23582837545612,231835.40066798555,1018.5854116526132,124.85945842427272,18.353635886215525
2.3,7.875,130.87482295773376,147.04224415127024,235574.68132392073,1002.4173892454288,126.01556452079376,18.64966227147706
2.3,8.0,132.95220109992002,148.84865992708438,239313.96197985602,986.754617538469,127.1716706173148,18.9456886567386
2.3,8.125,135.02957924210628,150.6550757028985,243053.2426357913,971.5737772686464,128.32777671383587,19.241715042000145
2.3,8.25,137.1069573842925,152.46149147871265,246792.52329172654,956.8529624615458,129.4838828103569,19.537741427261683
2.3,8.375,139.18433552647878,154.26790725452676,250531.8039476618,942.5715749621196,130.63998890687793,19.833767812523227
2.3,8.5,141.261713668665,156.0743230303409,254271.08460359706,928.7102282715002,131.796095003399,20.12979419778477
2.3,8.625,143.33909181085127,157.88073880615502,258010.3652595323,915.2506597458263,132.95220109992005,20.425820583046306
2.3,8.75,145.4164699530375,159.68715458196917,261749.64591546752,902.1756503208859,134.10830719644107,20.721846968307847
2.3,8.875,147.49384809522377,161.49357035778328,265488.92657140276,889.4689510205918,135.2644132929621,21.01787335356938
2.3,9.0,149.57122623741003,163.29998613359743,269228.20722733805,877.1152155897503,136.42051938948316,21.313899738830926
2.3,9.125,151.64860437959626,165.10640190941155,272967.4878832733,865.0999386638632,137.57662548600422,21.609926124092468
2.3,9.25,153.72598252178253,166.9128176852257,276706.76853920857,853.4093989521895,138.73273158252528,21.905952509354012
2.3,9.375,155.80336066396876,168.7192334610398,280446.04919514374,842.0306069661602,139.88883767904628,22.201978894615547
2.3,9.5,157.88073880615502,170.52564923685395,284185.32985107903,830.9512568745002,141.04494377556733,22.49800527987709
2.3,9.625,159.95811694834129,172.33206501266807,287924.6105070143,820.1596821098963,142.2010498720884,22.794031665138636
2.3,9.75,162.03549509052752,174.1384807884822,291663.89116294956,809.6448143905387,143.35715596860945,23.090058050400174
2.3,9.875,164.11287323271378,175.94489656429633,295403.1718188848,799.3961458539495,144.51326206513045,23.38608443566171
2.3,10.0,166.19025137490001,177.75131234011047,299142.45247482,789.4036940307752,145.6693681616515,23.68211082092325
2.35,5.0,86.74722714724817,108.5263182182594,156145.0088650467,1648.1973157977154,102.76777888422933,12.361479868482864
2.35,5.125,88.91590782592938,110.37200390224342,160048.6340866729,1607.9973812660637,103.94901772197909,12.670516865194937
2.35,5.25,91.08458850461058,112.21768958622741,163952.25930829905,1569.7117293311576,105.13025655972885,12.979553861907007
2.35,5.375,93.25326918329178,114.06337527021142,167855.8845299252,1533.2068053932237,106.31149539747861,13.288590858619079
2.35,5.5,95.42194986197299,115.90906095419541,171759.50975155138,1498.3611961797412,107.49273423522837,13.59762785533115
2.35,5.625,97.59063054065419,117.75474663817943,175663.13497317754,1465.0642807090803,108.67397307297813,13.906664852043221
2.35,5.75,99.7593112193354,119.60043232216341,179566.7601948037,1433.2150572154046,109.85521191072789,14.215701848755295
2.35,5.875,101.9279918980166,121.44611800614743,183470.38541642984,1402.7211198278428,111.03645074847766,14.524738845467361
2.35,6.0,104.09667257669781,123.29180369013145,187374.01063805606,1373.4977631647628,112.21768958622741,14.83377584217944
2.35,6.125,106.26535325537901,125.13748937411543,191277.63585968222,1345.4671965695636,113.39892842397718,15.14281283889151
2.35,6.25,108.43403393406021,126.98317505809945,195181.26108130842,1318.5578526381723,114.58016726172696,15.451849835603582
2.35,6.375,110.60271461274142,128.82886074208344,199084.88630293455,1292.7037770962474,115.7614060994767,15.760886832315652
2.35,6.5,112.77139529142262,130.67454642606745,202988.51152456072,1267.8440890751658,116.94264493722648,16.069923829027726
2.35,6.625,114.94007597010383,132.52023211005144,206892.1367461869,1243.922502488842,118.12388377497622,16.378960825739796
2.35,6.75,117.10875664878503,134.36591779403545,210795.76196781307,1220.8869005909003,119.305122612726,16.687997822451866
2.35,6.875,119.27743732746623,136.21160347801947,214699.3871894392,1198.688956943793,120.48636145047575,16.997034819163936
2.35,7.0,121.44611800614744,138.05728916200346,218603.0124110654,1177.2837969983682,121.66760028822551,17.30607181587601
2.35,7.125,123.61479868482864,139.90297484598747,222506.63763269156,1156.6296952966425,122.84883912597527,17.615108812588083
2.35,7.25,125.78347936350985,141.74866052997146,226410.26285431773,1136.6878039984244,124.03007796372503,17.924145809300157
2.35,7.375,127.95216004219105,143.59434621395548,230313.88807594392,1117.4219090154004,125.2113168014748,18.233182806012227
2.35,7.5,130.12084072087225,145.44003189793946,234217.51329757005,1098.7982105318104,126.39255563922455,18.542219802724297
2.35,7.625,132.28952139955345,147.28571758192348,238121.13851919622,1080.785125113256,127.57379447697434,18.851256799436367
2.35,7.75,134.45820207823468,149.1314032659075,242024.7637408224,1063.3531069662681,128.7550333147241,19.16029379614844
2.35,7.875,136.62688275691588,150.97708894989148,245928.38896244857,1046.4744862207717,129.93627215247386,19.46933079286051
2.35,8.0,138.79556343559707,152.8227746338755,249832.0141840747,1030.1233223735721,131.11751099022362,19.77836778957258
2.35,8.125,140.96424411427827,154.66846031785948,253735.6394057009,1014.2752712601325,132.29874982797338,20.087404786284655
2.35,8.25,143.13292479295947,156.5141460018435,257639.26462732704,998.9074641198275,133.47998866572314,20.396441782996725
2.35,8.375,145.3016054716407,158.3598316858275,261542.8898489533,983.9983974911734,134.6612275034729,20.705478779708802
2.35,8.5,147.4702861503219,160.2055173698115,265446.5150705794,969.5278328221856,135.84246634122266,21.01451577642087
2.35,8.625,149.6389668290031,162.05120305379552,269350.14029220556,955.4767048102698,137.02370517897242,21.323552773132942
2.35,8.75,151.8076475076843,163.8968887377795,273253.76551383175,941.8270375986946,138.20494401672218,21.632589769845012
2.35,8.875,153.9763281863655,165.7425744217635,277157.3907354579,928.5618680550509,139.38618285447194,21.941626766557082
2.35,9.0,156.14500886504672,167.5882601057475,281061.0159570841,915.6651754431753,140.5674216922217,22.250663763269152
2.35,9.125,158.31368954372792,169.43394578973152,284964.64117871027,903.1218168754605,141.7486605299715,22.559700759981226
2.35,9.25,160.48237022240912,171.2796314737155,288868.2664003364,890.9174679987651,142.92989936772122,22.868737756693296
2.35,9.375,162.65105090109031,173.12531715769953,292771.89162196254,879.0385684254483,144.111138205471,23.177774753405366
2.35,9.5,164.8197315797715,174.97100284168351,296675.51684358873,867.4722714724818,145.29237704322077,23.486811750117443
2.35,9.625,166.98841225845274,176.81668852566753,300579.1420652149,856.206397816995,146.47361588097053,23.795848746829513
2.35,9.75,169.15709293713394,178.66237420965152,304482.7672868411,845.2293927167772,147.6548547187203,24.104885743541587
2.35,9.875,171.32577361581514,180.50805989363553,308386.39250846725,834.5302864798559,148.83609355647005,24.413922740253657
2.35,10.0,173.49445429449634,182.35374557761955,312290.0177300934,824.0986578988577,150.01733239421984,24.722959736965727
2.4,5.0,90.47786842338604,111.58937105550945,162860.16316209486,1719.0795000443347,106.16069895010628,12.893096250332508
2.4,5.125,92.7398151339707,113.47432664766333,166931.66724114725,1677.1507317505705,107.36707052908477,13.215423656590824
2.4,5.25,95.00176184455535,115.35928223981719,171003.17132019962,1637.218571470795,108.57344210806325,13.537751062849136
2.4,5.375,97.26370855514,117.24423783197108,175074.675399252,1599.1437209714743,109.77981368704172,13.860078469107451
2.4,5.5,99.52565526572465,119.12919342412496,179146.17947830437,1562.7995454948498,110.9861852660202,14.182405875365763
2.4,5.625,101.7876019763093,121.01414901627882,183217.6835573567,1528.0706667060754,112.19255684499869,14.504733281624073
2.4,5.75,104.04954868689396,122.89910460843271,187289.18763640913,1494.8517391689868,113.39892842397717,14.827060687882389
2.4,5.875,106.31149539747861,124.7840602005866,191360.6917154615,1463.0463830164551,114.60530000295564,15.1493880941407
2.4,6.0,108.57344210806326,126.66901579274045,195432.19579451386,1432.5662500369456,115.81167158193414,15.471715500399013
2.4,6.125,110.8353888186479,128.55397138489434,199503.69987356622,1403.3302041178242,117.01804316091261,15.794042906657326
2.4,6.25,113.09733552923255,130.4389269770482,203575.20395261858,1375.2636000354678,118.22441473989109,16.116370312915638
2.4,6.375,115.3592822398172,132.32388256920208,207646.70803167098,1348.297647093596,119.43078631886958,16.438697719173952
2.4,6.5,117.62122895040186,134.20883816135597,211718.2121107233,1322.3688461879499,120.63715789784806,16.761025125432262
2.4,6.625,119.88317566098651,136.09379375350983,215789.71618977573,1297.418490599498,121.84352947682653,17.08335253169058
2.4,6.75,122.14512237157116,137.97874934566372,219861.2202688281,1273.3922222550627,123.04990105580502,17.405679937948893
2.4,6.875,124.40706908215581,139.8637049378176,223932.72434788046,1250.2396363958799,124.2562726347835,17.728007344207203
2.4,7.0,126.66901579274047,141.74866052997146,228004.22842693285,1227.9139286030963,125.46264421376198,18.050334750465517
2.4,7.125,128.9309625033251,143.63361612212535,232075.7325059852,1206.3715789784806,126.66901579274045,18.372662156723827
2.4,7.25,131.19290921390976,145.5185717142792,236147.23658503755,1185.5720689960929,127.87538737171893,18.69498956298214
2.4,7.375,133.4548559244944,147.4035273064331,240218.7406640899,1165.4776271487015,129.0817589506974,19.01731696924045
2.4,7.5,135.71680263507906,149.28848289858698,244290.24474314234,1146.0530000295564,130.2881305296759,19.339644375498768
2.4,7.625,137.97874934566372,151.17343849074084,248361.7488221947,1127.2652459307114,131.4945021086544,19.661971781757078
2.4,7.75,140.24069605624837,153.05839408289472,252433.25290124706,1109.0835484156999,132.70087368763285,19.98429918801539
2.4,7.875,142.50264276683302,154.9433496750486,256504.75698029943,1091.4790476471967,133.90724526661134,20.306626594273705
2.4,8.0,144.76458947741767,156.82830526720247,260576.26105935182,1074.4246875277092,135.11361684558983,20.62895400053202
2.4,8.125,147.02653618800232,158.71326085935635,264647.7651384042,1057.89507695036,136.3199884245683,20.951281406790336
2.4,8.25,149.28848289858698,160.5982164515102,268719.2692174566,1041.8663636632332,137.52636000354676,21.273608813048646
2.4,8.375,151.55042960917163,162.4831720436641,272790.77329650894,1026.3161194294537,138.73273158252528,21.59593621930696
2.4,8.5,153.81237631975628,164.36812763581796,276862.2773755613,1011.223235320197,139.93910316150374,21.91826362556527
2.4,8.625,156.07432303034093,166.25308322797184,280933.78145461367,996.5678261126578,141.1454747404822,22.24059103182358
2.4,8.75,158.3362697409256,168.13803882012573,285005.285533666,982.331142882477,142.35184631946072,22.562918438081894
2.4,8.875,160.59821645151024,170.0229944122796,289076.78961271845,968.4954929827238,143.55821789843918,22.88524584434021
2.4,9.0,162.8601631620949,171.90795000443347,293148.2936917708,955.044166691297,144.76458947741764,23.207573250598525
2.4,9.125,165.12210987267954,173.79290559658736,297219.7977708232,941.9613698873068,145.97096105639616,23.529900656856835
2.4,9.25,167.3840565832642,175.67786118874122,301291.30184987554,929.2321621861269,147.17733263537463,23.852228063115145
2.4,9.375,169.64600329384882,177.5628167808951,305362.8059289279,916.8424000236453,148.3837042143531,24.174555469373455
2.4,9.5,171.90795000443347,179.447772373049,309434.31000798027,904.7786842338604,149.5900757933316,24.496882875631773
2.4,9.625,174.16989671501813,181.33272796520285,313505.81408703263,893.0283117113428,150.79644737231007,24.819210281890086
2.4,9.75,176.43184342560278,183.21768355735674,317577.318166085,881.5792307919666,152.00281895128853,25.141537688148397
2.4,9.875,178.69379013618743,185.1026391495106,321648.82224513736,870.420000022448,153.20919053026702,25.46386509440671
2.4,10.0,180.95573684677208,186.98759474166448,325720.3263241897,859.5397500221674,154.4155621092455,25.786192500665017
2.45,5.0,94.28704951586369,114.68383981929541,169716.68912855466,1791.4539408014098,109.60388449844072,13.435904556010577
2.45,5.125,96.64422575376028,116.60806531961916,173959.60635676852,1747.759942245278,110.83538881864791,13.771802169910842
2.45,5.25,99.00140199165688,118.53229081994292,178202.52358498238,1706.146610287057,112.06689313885512,14.107699783811105
2.45,5.375,101.35857822955346,120.45651632026666,182445.4408131962,1666.4687821408463,113.29839745906231,14.443597397711368
2.45,5.5,103.71575446745005,122.3807418205904,186688.3580414101,1628.5944916376452,114.52990177926952,14.779495011611631
2.45,5.625,106.07293070534665,124.30496732091416,190931.27526962396,1592.4035029345864,115.76140609947672,15.115392625511896
2.45,5.75,108.43010694324323,126.2291928212379,195174.19249783782,1557.7860354794868,116.99291041968391,15.451290239412161
2.45,5.875,110.78728318113983,128.15341832156167,199417.10972605168,1524.6416517458806,118.22441473989113,15.787187853312425
2.45,6.0,113.14445941903642,130.0776438218854,203660.02695426554,1492.8782840011747,119.45591906009832,16.12308546721269
2.45,6.125,115.50163565693302,132.00186932220913,207902.94418247943,1462.4113802460488,120.68742338030552,16.458983081112954
2.45,6.25,117.85881189482961,133.9260948225329,212145.8614106933,1433.163152641128,121.91892770051271,16.79488069501322
2.45,6.375,120.2159881327262,135.85032032285665,216388.77863890718,1405.0619143540468,123.1504320207199,17.130778308913484
2.45,6.5,122.57316437062279,137.7745458231804,220631.69586712102,1378.0414929241613,124.38193634092711,17.46667592281375
2.45,6.625,124.93034060851939,139.69877132350416,224874.6130953349,1352.0407100387997,125.61344066113432,17.80257353671401
2.45,6.75,127.28751684641597,141.6229968238279,229117.53032354874,1327.0029191121555,126.84494498134151,18.138471150614276
2.45,6.875,129.64469308431256,143.54722232415165,233360.44755176263,1302.8755933101163,128.07644930154873,18.47436876451454
2.45,7.0,132.00186932220916,145.47144782447538,237603.3647799765,1279.6099577152927,129.30795362175593,18.810266378414806
2.45,7.125,134.35904556010576,147.39567332479913,241846.28200819035,1257.1606602115157,130.53945794196312,19.146163992315067
2.45,7.25,136.71622179800235,149.3198988251229,246089.19923640424,1235.4854764147653,131.77096226217031,19.482061606215332
2.45,7.375,139.07339803589895,151.24412432544665,250332.11646461807,1214.5450446111254,133.0024665823775,19.817959220115597
2.45,7.5,141.43057427379551,153.16834982577038,254575.03369283193,1194.30262720094,134.2339709025847,20.15385683401586
2.45,7.625,143.7877505116921,155.09257532609413,258817.9509210458,1174.7238956074818,135.4654752227919,20.489754447916123
2.45,7.75,146.1449267495887,157.01680082641786,263060.86814925965,1155.7767360009095,136.6969795429991,20.82565206181639
2.45,7.875,148.5021029874853,158.94102632674162,267303.78537747357,1137.4310735247045,137.9284838632063,21.161549675716653
2.45,8.0,150.8592792253819,160.86525182706538,271546.70260568743,1119.658713000881,139.1599881834135,21.497447289616918
2.45,8.125,153.2164554632785,162.78947732738914,275789.6198339013,1102.433194339329,140.3914925036207,21.833344903517183
2.45,8.25,155.5736317011751,164.7137028277129,280032.53706211515,1085.7296610917635,141.62299682382792,22.16924251741745
2.45,8.375,157.93080793907168,166.63792832803662,284275.454290329,1069.5247407769612,142.8545011440351,22.505140131317717
2.45,8.5,160.28798417696828,168.56215382836038,288518.37151854293,1053.796435765535,144.0860054642423,22.84103774521798
2.45,8.625,162.64516041486485,170.4863793286841,292761.28874675673,1038.5240236529912,145.3175097844495,23.17693535911824
2.45,8.75,165.00233665276144,172.41060482900787,297004.2059749706,1023.6879661722342,146.5490141046567,23.5128329730185
2.45,8.875,167.35951289065804,174.33483032933162,301247.12320318446,1009.2698258036112,147.78051842486389,23.848730586918766
2.45,9.0,169.71668912855463,176.25905582965538,305490.0404313983,995.2521893341166,149.0120227450711,24.18462820081903
2.45,9.125,172.07386536645123,178.1832813299791,309732.95765961224,981.6185976994026,150.24352706527827,24.520525814719303
2.45,9.25,174.43104160434783,180.10750683030287,313975.8748878261,968.3534815142756,151.4750313854855,24.856423428619568
2.45,9.375,176.78821784224442,182.03173233062662,318218.79211603996,955.4421017607518,152.70653570569272,25.19232104251983
2.45,9.5,179.145394080141,183.95595783095035,322461.70934425376,942.8704951586367,153.9380400258999,25.52821865642009
2.45,9.625,181.50257031803758,185.8801833312741,326704.6265724677,930.6254237929402,155.1695443461071,25.86411627032036
2.45,9.75,183.85974655593418,187.80440883159787,330947.54380068154,918.6943286161076,156.4010486663143,26.200013884220624
2.45,9.875,186.21692279383078,189.7286343319216,335190.46102889534,907.0652864817265,157.6325529865215,26.535911498120882
2.45,10.0,188.57409903172737,191.65285983224535,339433.3782571093,895.7269704007049,158.86405730672868,26.871809112021154
2.5,5.0,98.17477042468104,117.80972450961724,176714.58676442588,1865.32063806894,113.09733552923255,13.989904785517048
2.5,5.125,100.62913968529807,119.77321991811087,181132.45143353654,1819.8250127501854,114.35397259066846,14.339652405154974
2.5,5.25,103.08350894591509,121.7367153266045,185550.31610264716,1776.4958457799428,115.61060965210439,14.6894000247929
2.5,5.375,105.53787820653211,123.7002107350981,189968.1807717578,1735.1819889013395,116.86724671354031,15.039147644430827
2.5,5.5,107.99224746714914,125.66370614359172,194386.04544086845,1695.7460346081273,118.12388377497624,15.388895264068752
2.5,5.625,110.44661672776617,127.62720155208535,198803.9101099791,1658.0627893946134,119.38052083641215,15.73864288370668
2.5,5.75,112.9009859883832,129.59069696057898,203221.77477908976,1622.0179461469045,120.63715789784807,16.088390503344606
2.5,5.875,115.35535524900023,131.55419236907258,207639.6394482004,1587.5069260161192,121.89379495928398,16.438138122982533
2.5,6.0,117.80972450961724,133.5176877775662,212057.50411731104,1554.43386505745,123.15043202071989,16.787885742620457
2.5,6.125,120.26409377023427,135.48118318605984,216475.36878642166,1522.7107249542369,124.4070690821558,17.13763336225838
2.5,6.25,122.7184630308513,137.44467859455344,220893.23345553235,1492.256510455152,125.66370614359172,17.48738098189631
2.5,6.375,125.17283229146832,139.40817400304707,225311.09812464297,1462.9965788776,126.92034320502765,17.837128601534236
2.5,6.5,127.62720155208535,141.3716694115407,229728.96279375363,1434.8620292838,128.17698026646354,18.18687622117216
2.5,6.625,130.08157081270238,143.33516482003432,234146.82746286428,1407.789160806747,129.43361732789947,18.53662384081009
2.5,6.75,132.5359400733194,145.29866022852792,238564.69213197497,1381.7189911621779,130.6902543893354,18.886371460448018
2.5,6.875,134.99030933393644,147.26215563702155,242982.5568010856,1356.596827686502,131.94689145077132,19.236119080085942
2.5,7.0,137.44467859455347,149.22565104551518,247400.42147019622,1332.3718843349573,133.20352851220724,19.585866699723866
2.5,7.125,139.8990478551705,151.1891464540088,251818.2861393069,1308.9969389957473,134.46016557364317,19.935614319361797
2.5,7.25,142.3534171157875,153.1526418625024,256236.15080841753,1286.4280262544414,135.71680263507906,20.285361938999717
2.5,7.375,144.80778637640452,155.11613727099603,260654.01547752813,1264.6241614026712,136.973439696515,20.635109558637645
2.5,7.5,147.26215563702155,157.07963267948966,265071.8801466388,1243.54709204596,138.23007675795088,20.984857178275572
2.5,7.625,149.71652489763858,159.0431280879833,269489.74481574947,1223.1610741435672,139.4867138193868,21.334604797913496
2.5,7.75,152.1708941582556,161.0066234964769,273907.6094848601,1203.432669721897,140.74335088082273,21.684352417551427
2.5,7.875,154.62526341887263,162.97011890497052,278325.4741539707,1184.3305638532952,141.99998794225866,22.034100037189347
2.5,8.0,157.07963267948966,164.93361431346415,282743.3388230814,1165.8253987930875,143.25662500369458,22.383847656827278
2.5,8.125,159.5340019401067,166.89710972195775,287161.203492192,1147.88962342704,144.5132620651305,22.733595276465206
2.5,8.25,161.98837120072372,168.86060513045138,291579.0681613027,1130.4973564054183,145.7698991265664,23.083342896103133
2.5,8.375,164.44274046134075,170.824100538945,295996.93283041334,1113.6242615336955,147.02653618800232,23.433090515741057
2.5,8.5,166.89710972195778,172.78759594743863,300414.797499524,1097.2474341582001,148.28317324943825,23.782838135378984
2.5,8.625,169.3514789825748,174.75109135593226,304832.66216863465,1081.3452974312695,149.53981031087415,24.132585755016912
2.5,8.75,171.80584824319183,176.71458676442586,309250.5268377453,1065.8975074679656,150.79644737231007,24.482333374654832
2.5,8.875,174.26021750380883,178.6780821729195,313668.3915068559,1050.8848665177127,152.053084433746,24.83208099429276
2.5,9.0,176.71458676442586,180.64157758141312,318086.2561759665,1036.2892433716333,153.30972149518192,25.181828613930684
2.5,9.125,179.1689560250429,182.60507298990674,322504.1208450772,1022.0935003117479,154.56635855661784,25.53157623356861
2.5,9.25,181.62332528565992,184.56856839840034,326921.98551418784,1008.2814259832109,155.82299561805374,25.88132385320654
2.5,9.375,184.07769454627694,186.53206380689397,331339.8501832986,994.837673636768,157.07963267948966,26.231071472844473
2.5,9.5,186.53206380689397,188.4955592153876,335757.7148524091,981.7477042468105,158.3362697409256,26.580819092482386
2.5,9.625,188.986433067511,190.45905462388123,340175.57952151983,968.997734061787,159.5929068023615,26.93056671212032
2.5,9.75,191.44080232812803,192.42255003237483,344593.44419063046,956.5746861892001,160.8495438637974,27.280314331758245
2.5,9.875,193.89517158874506,194.38604544086846,349011.3088597411,944.4661458576911,162.10618092523333,27.630061951396172
2.5,10.0,196.34954084936209,196.34954084936209,353429.17352885177,932.66031903447,163.36281798666926,27.979809571034096
2.55,5.0,102.14103114983813,120.96702512647497,183853.85606970865,1940.6795918469247,116.64105204248182,14.555096938851936
2.55,5.125,104.69455692858408,122.96979044313846,188450.20247145134,1893.3459432652926,117.92282184514644,14.91897436232323
2.55,5.25,107.24808270733003,124.97255575980196,193046.54887319403,1848.2662779494522,119.2045916478111,15.282851785794527
2.55,5.375,109.80160848607598,126.97532107646543,197642.89527493675,1805.2833412529533,120.48636145047573,15.646729209265825
2.55,5.5,112.35513426482194,128.97808639312893,202239.2416766795,1764.2541744062953,121.76813125314035,16.010606632737126
2.55,5.625,114.90866004356789,130.98085170979243,206835.58807842224,1725.0485260861553,123.049901055805,16.374484056208427
2.55,5.75,117.46218582231384,132.98361702645593,211431.93448016493,1687.547471171239,124.33167085846964,16.73836147967972
2.55,5.875,120.01571160105979,134.9863823431194,216028.28088190762,1651.64220582717,125.61344066113426,17.102238903151022
2.55,6.0,122.56923737980574,136.9891476597829,220624.62728365033,1617.2329932057708,126.8952104637989,17.466116326622316
2.55,6.125,125.1227631585517,138.9919129764464,225220.97368539308,1584.2282382423875,128.17698026646354,17.829993750093617
2.55,6.25,127.67628893729766,140.9946782931099,229817.32008713577,1552.5436734775399,129.45875006912817,18.19387117356491
2.55,6.375,130.22981471604362,142.9974436097734,234413.66648887852,1522.1016406642548,130.7405198717928,18.557748597036216
2.55,6.5,132.78334049478957,145.00020892643687,239010.0128906212,1492.8304552668653,132.02228967445745,18.92162602050751
2.55,6.625,135.33686627353552,147.00297424310037,243606.35929236392,1464.6638429033394,133.30405947712208,19.28550344397881
2.55,6.75,137.89039205228147,149.00573955976387,248202.70569410664,1437.5404384051294,134.5858292797867,19.649380867450112
2.55,6.875,140.44391783102742,151.00850487642737,252799.05209584936,1411.4033395250362,135.86759908245136,20.013258290921407
2.55,7.0,142.99744360977337,153.01127019309087,257395.39849759208,1386.1997084620891,137.149368885116,20.377135714392708
2.55,7.125,145.55096938851932,155.01403550975434,261991.74489933476,1361.8804153311753,138.43113868778062,20.741013137864
2.55,7.25,148.10449516726527,157.01680082641784,266588.0913010775,1338.3997185151206,139.71290849044527,21.104890561335306
2.55,7.375,150.65802094601122,159.01956614308133,271184.43770282017,1315.7149775233388,140.9946782931099,21.4687679848066
2.55,7.5,153.2115467247572,161.02233145974483,275780.78410456295,1293.7863945646166,142.27644809577453,21.8326454082779
2.55,7.625,155.76507250350315,163.0250967764083,280377.13050630566,1272.576781538967,143.55821789843918,22.1965228317492
2.55,7.75,158.3185982822491,165.0278620930718,284973.4769080484,1252.051349578661,144.8399877011038,22.560400255220497
2.55,7.875,160.87212406099505,167.0306274097353,289569.8233097911,1232.177518632968,146.12175750376844,22.924277678691798
2.55,8.0,163.425649839741,169.0333927263988,294166.1697115338,1212.924744904328,147.4035273064331,23.288155102163095
2.55,8.125,165.97917561848695,171.0361580430623,298762.51611327654,1194.2643642134922,148.68529710909772,23.652032525634393
2.55,8.25,168.5327013972329,173.0389233597258,303358.8625150192,1176.1694496041969,149.96706691176234,24.015909949105687
2.55,8.375,171.08622717597885,175.04168867638927,307955.2089167619,1158.6146816996566,151.24883671442697,24.379787372576985
2.55,8.5,173.6397529547248,177.04445399305277,312551.55531850463,1141.576230498191,152.5306065170916,24.743664796048282
2.55,8.625,176.19327873347078,179.04721930971627,317147.9017202474,1125.0316474474926,153.81237631975625,25.107542219519587
2.55,8.75,178.74680451221673,181.04998462637977,321744.2481219901,1108.9597667696714,155.0941461224209,25.471419642990885
2.55,8.875,181.30033029096268,183.05274994304324,326340.59452373284,1093.340615125028,156.3759159250855,25.835297066462186
2.55,9.0,183.85385606970863,185.05551525970674,330936.9409254755,1078.1553288038472,157.65768572775016,26.19917448993348
2.55,9.125,186.40738184845458,187.05828057637024,335533.2873272182,1063.3860777243424,158.9394555304148,26.563051913404774
2.55,9.25,188.96090762720053,189.06104589303374,340129.6337289609,1049.0159955929323,160.22122533307942,26.926929336876068
2.55,9.375,191.51443340594648,191.06381120969723,344725.98013070365,1035.0291156516932,161.50299513574407,27.29080676034737
2.55,9.5,194.06795918469243,193.0665765263607,349322.3265324464,1021.4103114983815,162.78476493840867,27.654684183818674
2.55,9.625,196.62148496343838,195.0693418430242,353918.6729341891,1008.145242517883,164.06653474107333,28.018561607289968
2.55,9.75,199.17501074218436,197.0721071596877,358515.01933593187,995.2203035112435,165.34830454373798,28.382439030761272
2.55,9.875,201.7285365209303,199.0748724763512,363111.3657376745,982.6225781503417,166.6300743464026,28.746316454232566
2.55,10.0,204.28206229967626,201.07763779301467,367707.7121394173,970.3397959234624,167.91184414906724,29.11019387770387
