time_s,time_h,demand_MW,actual_MW,q_kg_s,pump_kW,T1_C,T2_C,T3_C,T4_C,T5_C
3610,1.0027777777777778,25.0,0.0,0.0,0.0,507.2609207146383,489.4280878939509,453.6369805674242,407.9402480736083,374.0671993714984
3620,1.0055555555555555,25.0,0.0,0.0,0.0,507.09986087755055,489.2704409120306,453.513503642427,407.898033478106,374.1047463465462
3630,1.0083333333333333,25.0,0.0,0.0,0.0,506.938846593715,489.11292871007754,453.3902078186558,407.8558227249228,374.14202279781847
3640,1.011111111111111,25.0,0.0,0.0,0.0,506.7778781469495,488.9555511177836,453.26709232219594,407.8136154943944,374.1790296852925
3650,1.0138888888888888,25.0,0.0,0.0,0.0,506.61695581951597,488.79830796438875,453.1441563827768,407.77141146963555,374.2157679645344
3660,1.0166666666666666,25.0,0.0,0.0,0.0,506.45607989212454,488.6411990786911,453.0213992337551,407.72921033651875,374.2522385867234
3670,1.0194444444444444,25.0,0.0,0.0,0.0,506.29525064393744,488.4842242890565,452.89882011209755,407.687011783653,374.28844249867655
3680,1.0222222222222221,25.0,0.0,0.0,0.0,506.134468352573,488.3273834234284,452.776418258364,407.6448155023628,374.32438064287265
3690,1.025,25.0,0.0,0.0,0.0,505.97373329410976,488.17067630933735,452.65419291669065,407.60262118666725,374.36005395747657
3700,1.0277777777777777,25.0,0.0,0.0,0.0,505.8130457430905,488.0141027739105,452.5321433347732,407.5604285332594,374.3954633763632
3710,1.0305555555555554,25.0,0.0,0.0,0.0,505.65240597252637,487.857662643881,452.4102687638502,407.51823724148585,374.4306098291412
3720,1.0333333333333334,25.0,0.0,0.0,0.0,505.49181425390077,487.7013557455971,452.28856845868637,407.47604701332597,374.4654942411766
3730,1.0361111111111112,25.0,0.0,0.0,0.0,505.33127085717365,487.5451819050315,452.1670416775561,407.43385755337215,374.5001175336164
3740,1.038888888888889,25.0,0.0,0.0,0.0,505.17077605078555,487.38914094779034,452.0456876822268,407.39166856880956,374.5344806234118
3750,1.0416666666666667,25.0,0.0,0.0,0.0,505.0103301016618,487.2332326991222,451.9245057379428,407.3494797693962,374.56858442334163
3760,1.0444444444444445,25.0,0.0,0.0,0.0,504.84993327521653,487.07745698392677,451.8034951134088,407.30729086744327,374.60242984203506
3770,1.0472222222222223,25.0,0.0,0.0,0.0,504.6895858353569,486.9218136267639,451.6826550807737,407.2651015777955,374.6360177839949
3780,1.05,25.0,0.0,0.0,0.0,504.52928804448743,486.76630245186186,451.5619849156144,407.2229116178119,374.66934914962
3790,1.0527777777777778,25.0,0.0,0.0,0.0,504.3690401635139,486.6109232831264,451.44148389691964,407.18072070734627,374.7024248352282
3800,1.0555555555555556,25.0,0.0,0.0,0.0,504.2088424518477,486.4556759441487,451.32115130707405,407.13852856872825,374.73524573307856
3810,1.0583333333333333,25.0,0.0,0.0,0.0,504.04869516741013,486.3005602582141,451.2009864318423,407.09633492674425,374.76781273139386
3820,1.0611111111111111,25.0,0.0,0.0,0.0,503.88859856663646,486.14557604831015,451.0809885603529,407.05413950861873,374.80012671438266
3830,1.0638888888888889,25.0,0.0,0.0,0.0,503.7285529044803,485.990723137135,450.9611569850829,407.0119420439954,374.83218856226154
3840,1.0666666666666667,25.0,0.0,0.0,0.0,503.5685584344178,485.83600134710514,450.84149100184146,406.969742264919,374.8639991512768
3850,1.0694444444444444,25.0,0.0,0.0,0.0,503.40861540845185,485.68141050036377,450.7219899097549,406.92753990581633,374.8955593537265
3860,1.0722222222222222,25.0,0.0,0.0,0.0,503.2487240771165,485.5269504187885,450.60265301125065,406.8853347034788,374.9268700379819
3870,1.075,25.0,0.0,0.0,0.0,503.0888846894811,485.3726209239991,450.4834796120419,406.8431263970437,374.957932068509
3880,1.0777777777777777,25.0,0.0,0.0,0.0,502.92909749315476,485.2184218373653,450.3644690211121,406.8009147279766,374.98874630589006
3890,1.0805555555555555,25.0,0.0,0.0,0.0,502.7693627342904,485.0643529800145,450.2456205506997,406.7586994400533,375.01931360684466
3900,1.0833333333333333,25.0,0.0,0.0,0.0,502.6096806575893,484.9104141728392,450.12693351628263,406.71648027934253,375.049634824251
3910,1.086111111111111,25.0,0.0,0.0,0.0,502.45005150630544,484.7566052365043,450.00840723656336,406.67425699418806,375.0797108071666
3920,1.0888888888888888,25.0,0.0,0.0,0.0,502.2904755222496,484.60292599145487,449.8900410334534,406.6320293351915,375.1095424008495
3930,1.0916666666666666,25.0,0.0,0.0,0.0,502.1309529457939,484.44937625792306,449.77183423205844,406.589797055195,375.13913044677867
3940,1.0944444444444446,25.0,0.0,0.0,0.0,501.9714840158761,484.2959558559355,449.6537861606634,406.5475599092642,375.1684757826748
3950,1.0972222222222223,25.0,0.0,0.0,0.0,501.81206897000396,484.1426646053203,449.5358961507172,406.50531765467116,375.1975792425207
3960,1.1,25.0,0.0,0.0,0.0,501.6527080442596,483.9895023257141,449.418163536818,406.46307005087755,375.2264416565815
3970,1.1027777777777779,25.0,0.0,0.0,0.0,501.49340147330395,483.83646883656905,449.3005876566985,406.4208168595179,375.2550638514252
3980,1.1055555555555556,25.0,0.0,0.0,0.0,501.3341494903809,483.6835639571597,449.18316785121107,406.3785578443831,375.2834466499422
3990,1.1083333333333334,25.0,0.0,0.0,0.0,501.1749523273221,483.5307875065898,449.0659034643131,406.336292771404,375.3115908713659
4000,1.1111111111111112,25.0,0.0,0.0,0.0,501.01581021455087,483.3781393037988,448.94879384305244,406.2940214086347,375.3394973312921
4010,1.113888888888889,25.0,0.0,0.0,0.0,500.856723381087,483.2256191675687,448.83183833755265,406.25174352623696,375.3671668416987
4020,1.1166666666666667,25.0,0.0,0.0,0.0,500.697692054551,483.07322691653064,448.71503630099886,406.2094588964636,375.39460021096556
4030,1.1194444444444445,25.0,0.0,0.0,0.0,500.53871646116846,482.92096236917115,448.59838708962303,406.1671672936429,375.4217982438938
4040,1.1222222222222222,25.0,0.0,0.0,0.0,500.37979682577463,482.7688253438386,448.4818900626899,406.12486849416246,375.44876174172515
4050,1.125,25.0,0.0,0.0,0.0,500.22093337181866,482.6168156587497,448.36554458248247,406.08256227645387,375.4754915021611
4060,1.1277777777777778,25.0,0.0,0.0,0.0,500.06212632136817,482.46493313199556,448.2493500142879,406.0402484209768,375.50198831938224
4070,1.1305555555555555,25.0,0.0,0.0,0.0,499.9033758951137,482.31317758154785,448.13330572638347,405.9979267102039,375.528252984067
4080,1.1333333333333333,25.0,0.0,0.0,0.0,499.744682312373,482.161548825265,448.01741109002216,405.9555969286051,375.5542862834107
4090,1.136111111111111,25.0,0.0,0.0,0.0,499.58604579109567,482.0100466808983,447.90166547941914,405.9132588626325,375.58008900114413
4100,1.1388888888888888,25.0,0.0,0.0,0.0,499.4274665478675,481.8586709660976,447.78606827173735,405.87091230070564,375.6056619175523
4110,1.1416666666666666,25.0,0.0,0.0,0.0,499.26894479791486,481.7074214984172,447.6706188470739,405.828557033196,375.6310058094931
4120,1.1444444444444444,25.0,0.0,0.0,0.0,499.1104807551093,481.55629809532206,447.5553165884462,405.7861928524124,375.65612145041536
4130,1.1472222222222221,25.0,0.0,0.0,0.0,498.9520746319719,481.4053005741931,447.44016088177807,405.74381955258633,375.6810096103775
4140,1.15,25.0,0.0,0.0,0.0,498.79372663967797,481.254428752333,447.32515111588623,405.7014369298571,375.70567105606546
4150,1.1527777777777777,25.0,0.0,0.0,0.0,498.6354369880611,481.1036824469719,447.2102866824666,405.6590447822575,375.730106550811
4160,1.1555555555555554,25.0,0.0,0.0,0.0,498.47720588561793,480.95306147527276,447.0955669760806,405.6166429096994,375.75431685460944
4170,1.1583333333333334,25.0,0.0,0.0,0.0,498.31903353951265,480.802565654337,446.9809913941419,405.57423111395934,375.77830272413763
4180,1.1611111111111112,25.0,0.0,0.0,0.0,498.16092015558127,480.6521948012098,446.8665593369028,405.53180919866446,375.8020649127717
4190,1.163888888888889,25.0,0.0,0.0,0.0,498.0028659383363,480.50194873288547,446.75227020744103,405.48937696927834,375.82560417060466
4200,1.1666666666666667,25.0,0.0,0.0,0.0,497.8448710909711,480.35182726631257,446.6381234116461,405.4469342330872,375.8489212444639
4210,1.1694444444444445,25.0,0.0,0.0,0.0,497.68693581536434,480.2018302183993,446.52411835820647,405.4044807991858,375.87201687792873
4220,1.1722222222222223,25.0,0.0,0.0,0.0,497.5290603120846,480.05195740601874,446.410254458596,405.3620164784641,375.8948918113475
4230,1.175,25.0,0.0,0.0,0.0,497.3712447803948,479.9022086460135,446.2965311270611,405.31954108359315,375.9175467818551
4240,1.1777777777777778,25.0,0.0,0.0,0.0,497.21348941825664,479.7525837552011,446.18294778060744,405.2770544290118,375.93998252338963
4250,1.1805555555555556,25.0,0.0,0.0,0.0,497.05579442233517,479.6030825503788,446.06950383898703,405.23455633091334,375.9621997667098
4260,1.1833333333333333,25.0,0.0,0.0,0.0,496.89815998800316,479.4537048483286,445.95619872468535,405.19204660723204,375.98419923941157
4270,1.1861111111111111,25.0,0.0,0.0,0.0,496.74058630934564,479.3044504658218,445.84303186290833,405.1495250776301,376.00598166594517
4280,1.1888888888888889,25.0,0.0,0.0,0.0,496.5830735791645,479.155319219624,445.73000268156966,405.1069915634842,376.0275477676316
4290,1.1916666666666667,25.0,0.0,0.0,0.0,496.42562198898275,479.00631092649974,445.61711061127784,405.064445887873,376.0488982626792
4300,1.1944444444444444,25.0,0.0,0.0,0.0,496.2682317290492,478.8574254032171,445.50435508532365,405.0218878755637,376.07003386620033
4310,1.1972222222222222,25.0,0.0,0.0,0.0,496.1109029883429,478.7086624665525,445.39173553966737,404.9793173529997,376.09095529022755
4320,1.2,25.0,0.0,0.0,0.0,495.95363595457746,478.5600219332948,445.2792514129263,404.9367341482875,376.11166324373005
4330,1.2027777777777777,25.0,0.0,0.0,0.0,495.7964308142058,478.4115036202503,445.16690214636225,404.8941380911842,376.13215843262975
4340,1.2055555555555555,25.0,0.0,0.0,0.0,495.63928775242437,478.26310734424675,445.0546871838688,404.85152901308516,376.1524415598174
4350,1.2083333333333333,25.0,0.0,0.0,0.0,495.48220695317787,478.11483292213785,444.94260597195915,404.8089067470114,376.1725133251687
4360,1.211111111111111,25.0,0.0,0.0,0.0,495.32518859916354,477.96668017080765,444.8306579597538,404.76627112759735,376.19237442556
4370,1.2138888888888888,25.0,0.0,0.0,0.0,495.16823287183576,477.8186489071747,444.7188425989681,404.7236219910785,376.2120255548842
4380,1.2166666666666666,25.0,0.0,0.0,0.0,495.01133995141043,477.6707389481962,444.60715934389987,404.68095917527944,376.23146740406645
4390,1.2194444444444446,25.0,0.0,0.0,0.0,494.85451001686954,477.5229501108722,444.49560765141763,404.6382825196017,376.2507006610798
4400,1.2222222222222223,25.0,0.0,0.0,0.0,494.69774324596557,477.3752822122499,444.3841869809481,404.59559186501195,376.26972601096065
4410,1.225,25.0,0.0,0.0,0.0,494.541039815226,477.2277350694272,444.27289679446426,404.55288705402984,376.28854413582417
4420,1.2277777777777779,25.0,0.0,0.0,0.0,494.3843998999577,477.08030849955713,444.16173655647344,404.5101679307166,376.3071557148797
4430,1.2305555555555556,25.0,0.0,0.0,0.0,494.22782367425157,476.9330023198516,444.05070573400513,404.46743434066303,376.3255614244458
4440,1.2333333333333334,25.0,0.0,0.0,0.0,494.07131131098674,476.78581634758524,443.9398037965993,404.4246861309783,376.34376193796584
4450,1.2361111111111112,25.0,0.0,0.0,0.0,493.91486298183526,476.63875040009935,443.8290302162943,404.381923150278,376.36175792602245
4460,1.238888888888889,25.0,0.0,0.0,0.0,493.7584788572664,476.49180429480566,443.7183844676154,404.33914524867316,376.37955005635285
4470,1.2416666666666667,25.0,0.0,0.0,0.0,493.60215910655126,476.3449778491899,443.6078660275628,404.2963522777586,376.3971389938638
4480,1.2444444444444445,25.0,0.0,0.0,0.0,493.44590389776704,476.1982708808157,443.49747437559995,404.25354409060196,376.414525400646
4490,1.2472222222222222,25.0,0.0,0.0,0.0,493.2897133978017,476.0516832073281,443.38720899364205,404.21072054173237,376.4317099359893
4500,1.25,25.0,0.0,0.0,0.0,493.13358777235806,475.9052146464571,443.27706936604443,404.1678814871295,376.44869325639684
4510,1.2527777777777778,25.0,0.0,0.0,0.0,492.97752718595865,475.7588650160214,443.167054979591,404.12502678421237,376.46547601559985
4520,1.2555555555555555,25.0,0.0,0.0,0.0,492.82153180194985,475.6126341339316,443.0571653234827,404.0821562918289,376.48205886457197
4530,1.2583333333333333,25.0,0.0,0.0,0.0,492.6656017825064,475.4665218181938,442.94739988932633,404.0392698702446,376.4984424515436
4540,1.261111111111111,25.0,0.0,0.0,0.0,492.509737288636,475.32052788691317,442.83775817112297,403.9963673811322,376.51462742201625
4550,1.2638888888888888,25.0,0.0,0.0,0.0,492.35393848018333,475.17465215829685,442.7282396652567,403.95344868756086,376.53061441877657
4560,1.2666666666666666,25.0,0.0,0.0,0.0,492.19820551583484,475.02889445065773,442.61884387048343,403.9105136539857,376.5464040819106
4570,1.2694444444444444,25.0,0.0,0.0,0.0,492.042538553123,474.8832545824174,442.50957028791964,403.86756214623705,376.5619970488177
4580,1.2722222222222221,25.0,0.0,0.0,0.0,491.88693774843074,474.73773237210946,442.4004184210313,403.8245940315105,376.5773939542245
4590,1.275,25.0,0.0,0.0,0.0,491.73140325699586,474.5923276383828,442.2913877756227,403.78160917835623,376.59259543019857
4600,1.2777777777777777,25.0,0.0,0.0,0.0,491.5759352329154,474.44704020000455,442.1824778598253,403.7386074566689,376.6076021061625
4610,1.2805555555555554,25.0,0.0,0.0,0.0,491.42053382915003,474.30186987586325,442.0736881840871,403.69558873767744,376.6224146089074
4620,1.2833333333333334,25.0,0.0,0.0,0.0,491.2651991975285,474.15681648497196,441.9650182611612,403.652552893935,376.6370335626063
4630,1.2861111111111112,25.0,0.0,0.0,0.0,491.10993148875184,474.0118798464711,441.8564676060954,403.609499799309,376.6514595888281
4640,1.288888888888889,25.0,0.0,0.0,0.0,490.95473085239803,473.8670597796316,441.7480357362209,403.56642932897097,376.6656933065507
4650,1.2916666666666667,25.0,0.0,0.0,0.0,490.7995974369261,473.7223561038576,441.63972217114195,403.5233413593871,376.67973533217435
4660,1.2944444444444445,25.0,0.0,0.0,0.0,490.64453138968065,473.5777686386895,441.5315264327247,403.480235768308,376.6935862795351
4670,1.2972222222222223,25.0,0.0,0.0,0.0,490.4895328568962,473.4332972038069,441.4234480450869,403.4371124347593,376.7072467599179
4680,1.3,25.0,0.0,0.0,0.0,490.3346019837013,473.288941619031,441.31548653458685,403.39397123903194,376.7207173820696
4690,1.3027777777777778,25.0,0.0,0.0,0.0,490.17973891412333,473.1447017043277,441.20764142981324,403.3508120626727,376.7339987522123
4700,1.3055555555555556,25.0,0.0,0.0,0.0,490.0249437910924,473.0005772798103,441.0999122615743,403.3076347884744,376.747091474056
4710,1.3083333333333333,25.0,0.0,0.0,0.0,489.87021675644604,472.856568165742,440.99229856288736,403.2644393004669,376.75999614881164
4720,1.3111111111111111,25.0,0.0,0.0,0.0,489.71555795093315,472.7126741825386,440.8847998689686,403.2212254839075,376.7727133752039
4730,1.3138888888888889,25.0,0.0,0.0,0.0,489.5609675142187,472.5688951507713,440.7774157172224,403.1779932252718,376.785243749484
4740,1.3166666666666667,25.0,0.0,0.0,0.0,489.40644558488776,472.425230891169,440.67014564723115,403.13474241224435,376.7975878654421
4750,1.3194444444444444,25.0,0.0,0.0,0.0,489.25199230045,472.28168122462097,440.5629892007449,403.09147293370967,376.80974631442024
4760,1.3222222222222222,25.0,0.0,0.0,0.0,489.0976077973438,472.13824597217933,440.4559459216711,403.0481846797431,376.8217196853247
4770,1.325,25.0,0.0,0.0,0.0,488.9432922109408,471.99492495506144,440.34901535606457,403.0048775416018,376.83350856463835
4780,1.3277777777777777,25.0,0.0,0.0,0.0,488.7890456755499,471.85171799465235,440.24219705211704,402.96155141171596,376.84511353643313
4790,1.3305555555555555,25.0,0.0,0.0,0.0,488.63486832442175,471.7086249125073,440.1354905601473,402.91820618367984,376.8565351823823
4800,1.3333333333333333,25.0,0.0,0.0,0.0,488.4807602897529,471.56564553035383,440.028895432591,402.874841752243,376.86777408177267
4810,1.336111111111111,25.0,0.0,0.0,0.0,488.3267217026901,471.4227796700944,439.9224112239908,402.8314580133015,376.8788308115168
4820,1.3388888888888888,25.0,0.0,0.0,0.0,488.1727526933347,471.2800271538084,439.8160374909863,402.78805486388944,376.889705946165
4830,1.3416666666666666,25.0,0.0,0.0,0.0,488.01885339074664,471.1373878037545,439.7097737923039,402.7446322021701,376.90040005791735
4840,1.3444444444444446,25.0,0.0,0.0,0.0,487.86502392294886,470.99486144237284,439.60361968874753,402.7011899274278,376.9109137166357
4850,1.3472222222222223,25.0,0.0,0.0,0.0,487.7112644169315,470.8524478922873,439.4975747431882,402.6577279400589,376.92124748985555
4860,1.35,25.0,0.0,0.0,0.0,487.5575749986561,470.7101469763075,439.3916385205545,402.614246141564,376.93140194279766
4870,1.3527777777777779,25.0,0.0,0.0,0.0,487.4039557930599,470.567958517431,439.285810587823,402.5707444345392,376.94137763838006
4880,1.3555555555555556,25.0,0.0,0.0,0.0,487.25040692405986,470.42588233884544,439.1800905140082,402.527222722668,376.9511751372294
4890,1.3583333333333334,25.0,0.0,0.0,0.0,487.0969285145572,470.28391826393045,439.0744778701534,402.48368091071296,376.960794997693
4900,1.3611111111111112,25.0,0.0,0.0,0.0,486.9435206864412,470.1420661162597,438.96897222932046,402.4401189045077,376.97023777584974
4910,1.363888888888889,25.0,0.0,0.0,0.0,486.79018356059373,470.0003257196029,438.86357316658086,402.39653661094883,376.97950402552215
4920,1.3666666666666667,25.0,0.0,0.0,0.0,486.6369172568932,469.8586968979279,438.75828025900586,402.35293393798776,376.9885942982874
4930,1.3694444444444445,25.0,0.0,0.0,0.0,486.4837218942188,469.71717947540236,438.6530930856571,402.3093107946229,376.99750914348874
4940,1.3722222222222222,25.0,0.0,0.0,0.0,486.33059759045466,469.57577327639575,438.54801122757715,402.2656670908916,377.00624910824683
4950,1.375,25.0,0.0,0.0,0.0,486.1775444624941,469.4344781254813,438.44303426778026,402.2220027378626,377.0148147374709
4960,1.3777777777777778,25.0,0.0,0.0,0.0,486.0245626262436,469.2932938474377,438.338161791243,402.1783176476279,377.02320657386974
4970,1.3805555555555555,25.0,0.0,0.0,0.0,485.8716521966271,469.15222026725104,438.23339338489484,402.1346117332953,377.031425157963
4980,1.3833333333333333,25.0,0.0,0.0,0.0,485.71881328758997,469.01125721011636,438.1287286376091,402.0908849089805,377.03947102809195
4990,1.386111111111111,25.0,0.0,0.0,0.0,485.5660460121033,468.8704045014397,438.02416714019347,402.04713708979983,377.0473447204307
5000,1.3888888888888888,25.0,0.0,0.0,0.0,485.4133504821679,468.7296619668395,437.9197084853813,402.0033681918623,377.0550467689968
5010,1.3916666666666666,25.0,0.0,0.0,0.0,485.2607268088184,468.5890294321486,437.81535226782205,401.9595781322624,377.06257770566225
5020,1.3944444444444444,25.0,0.0,0.0,0.0,485.1081751021274,468.4485067234157,437.7110980840725,401.9157668290725,377.0699380601641
5030,1.3972222222222221,25.0,0.0,0.0,0.0,484.9556954712095,468.3080936669069,437.60694553258753,401.87193420133553,377.0771283601152
5040,1.4,25.0,0.0,0.0,0.0,484.8032880242254,468.1677900891077,437.5028942137114,401.82808016905784,377.0841491310149
5050,1.4027777777777777,25.0,0.0,0.0,0.0,484.65095286838607,468.0275958167241,437.3989437296685,401.7842046532015,377.0910008962595
5060,1.4055555555555554,25.0,0.0,0.0,0.0,484.49869010995656,467.88751067668454,437.29509368455456,401.74030757567755,377.09768417715287
5070,1.4083333333333334,25.0,0.0,0.0,0.0,484.34649985426023,467.74753449614116,437.19134368432805,401.6963888593384,377.10419949291673
5080,1.4111111111111112,25.0,0.0,0.0,0.0,484.1943822056828,467.6076671024714,437.0876933368009,401.6524484279712,377.11054736070116
5090,1.413888888888889,25.0,0.0,0.0,0.0,484.0423372676763,467.4679083232796,436.9841422516301,401.6084862062903,377.1167282955949
5100,1.4166666666666667,25.0,0.0,0.0,0.0,483.89036514276313,467.32825798639817,436.8806900403088,401.56450211993064,377.1227428106356
5110,1.4194444444444445,25.0,0.0,0.0,0.0,483.73846593254007,467.1887159198893,436.77733631615774,401.52049609544054,377.12859141682003
5120,1.4222222222222223,25.0,0.0,0.0,0.0,483.5866397376823,467.04928195204616,436.67408069431633,401.47646806027495,377.1342746231142
5130,1.425,25.0,0.0,0.0,0.0,483.43488665794723,466.9099559113944,436.57092279173435,401.43241794278856,377.13979293646355
5140,1.4277777777777778,25.0,0.0,0.0,0.0,483.2832067921788,466.7707376266933,436.46786222716327,401.38834567222904,377.14514686180286
5150,1.4305555555555556,25.0,0.0,0.0,0.0,483.1316002383112,466.63162692693743,436.3648986211477,401.3442511787302,377.1503369020662
5160,1.4333333333333333,25.0,0.0,0.0,0.0,482.98006709337284,466.4926236413576,436.2620315960168,401.3001343933054,377.15536355819705
5170,1.4361111111111111,25.0,0.0,0.0,0.0,482.8286074534904,466.3537275994225,436.159260775876,401.25599524784093,377.160227329158
5180,1.4388888888888889,25.0,0.0,0.0,0.0,482.6772214138928,466.21493863083947,436.05658578659865,401.2118336750892,377.16492871194043
5190,1.4416666666666667,25.0,0.0,0.0,0.0,482.5259090689151,466.0762565655562,435.95400625581726,401.16764960866254,377.16946820157455
5200,1.4444444444444444,25.0,0.0,0.0,0.0,482.3746705120023,465.9376812337617,435.8515218129157,401.12344298302634,377.17384629113894
5210,1.4472222222222222,25.0,0.0,0.0,0.0,482.2235058357134,465.79921246588754,435.7491320890204,401.0792137334929,377.17806347177014
5220,1.45,25.0,0.0,0.0,0.0,482.0724151317253,465.660850092609,435.6468367169926,401.03496179621493,377.18212023267233
5230,1.4527777777777777,25.0,0.0,0.0,0.0,481.92139849083657,465.5225939448463,435.54463533141967,400.9906871081791,377.18601706112673
5240,1.4555555555555555,25.0,0.0,0.0,0.0,481.7704560029715,465.38444385376545,435.4425275686072,400.9463896071999,377.1897544425013
5250,1.4583333333333333,25.0,0.0,0.0,0.0,481.61958775718387,465.2463996507797,435.34051306657085,400.90206923191323,377.19333286025983
5260,1.461111111111111,25.0,0.0,0.0,0.0,481.46879384166084,465.10846116755044,435.23859146502815,400.8577259217704,377.1967527959717
5270,1.4638888888888888,25.0,0.0,0.0,0.0,481.31807434372683,464.97062823598816,435.1367624053905,400.8133596170317,377.2000147293208
5280,1.4666666666666666,25.0,0.0,0.0,0.0,481.1674293498473,464.8329006882537,435.0350255307552,400.76897025876053,377.203119138115
5290,1.4694444444444446,25.0,0.0,0.0,0.0,481.01685894563263,464.69527835675905,434.9333804858974,400.7245577888171,377.20606649829546
5300,1.4722222222222223,25.0,0.0,0.0,0.0,480.866363215842,464.5577610741685,434.831826917262,400.6801221498526,377.20885728394546
5310,1.475,25.0,0.0,0.0,0.0,480.7159422443871,464.42034867339964,434.7303644729561,400.63566328530317,377.2114919672998
5320,1.4777777777777779,25.0,0.0,0.0,0.0,480.565596114336,464.28304098762413,434.6289928027409,400.5911811393839,377.2139710187538
5330,1.4805555555555556,25.0,0.0,0.0,0.0,480.4153249079169,464.1458378502687,434.5277115580239,400.5466756570829,377.2162949068721
5340,1.4833333333333334,25.0,0.0,0.0,0.0,480.2651287065219,464.0087390950162,434.42652039185094,400.5021467841557,377.21846409839793
5350,1.4861111111111112,25.0,0.0,0.0,0.0,480.11500759071095,463.87174455580634,434.32541895889875,400.45759446711907,377.2204790582617
5360,1.488888888888889,25.0,0.0,0.0,0.0,479.96496164021534,463.7348540668366,434.22440691546706,400.41301865324556,377.22234024958993
5370,1.4916666666666667,25.0,0.0,0.0,0.0,479.81499093394166,463.5980674625631,434.12348391947086,400.3684192905577,377.22404813371435
5380,1.4944444444444445,25.0,0.0,0.0,0.0,479.6650955499755,463.4613845777015,434.0226496304328,400.32379632782227,377.22560317018014
5390,1.4972222222222222,25.0,0.0,0.0,0.0,479.51527556558506,463.3248052472277,433.92190370947566,400.27914971454464,377.227005816755
5400,1.5,32.0,0.0,0.0,0.0,479.365531057225,463.18832930637865,433.82124581931464,400.2344794009633,377.2282565294377
5410,1.5027777777777778,32.0,0.0,0.0,0.0,479.21586210054016,463.05195659065333,433.7206756242499,400.18978533804426,377.22935576246664
5420,1.5055555555555555,32.0,0.0,0.0,0.0,479.0662687703692,462.9156869358132,433.62019279015897,400.1450674774754,377.2303039683284
5430,1.5083333333333333,32.0,0.0,0.0,0.0,478.9167511407483,462.7795201778832,433.51979698448935,400.10032577166123,377.23110159776644
5440,1.511111111111111,32.0,0.0,0.0,0.0,478.76730928491486,462.6434561531524,433.419487876251,400.0555601737173,377.23174909978917
5450,1.5138888888888888,32.0,0.0,0.0,0.0,478.61794327531106,462.5074946981746,433.3192651360091,400.01077063746493,377.2322469216788
5460,1.5166666666666666,32.0,0.0,0.0,0.0,478.4686531835878,462.37163564976925,433.2191284358764,399.9659571174257,377.23259550899934
5470,1.5194444444444444,32.0,0.0,0.0,0.0,478.319439080608,462.23587884502194,433.1190774495062,399.9211195688163,377.2327953056052
5480,1.5222222222222221,32.0,0.0,0.0,0.0,478.17030103645055,462.1002241212851,433.0191118520848,399.8762579475432,377.23284675364914
5490,1.525,32.0,0.0,0.0,0.0,478.02123912041367,461.96467131617874,432.91923132032434,399.83137221019723,377.2327502935909
5500,1.5277777777777777,32.0,0.0,0.0,0.0,477.8722534010187,461.8292202675909,432.81943553245566,399.78646231404883,377.2325063642051
5510,1.5305555555555554,32.0,0.0,0.0,0.0,477.7233439460137,461.6938708136786,432.71972416822086,399.74152821704246,377.23211540258933
5520,1.5333333333333334,32.0,0.0,0.0,0.0,477.57451082237685,461.5586227928679,432.6200969088664,399.6965698777917,377.2315778441724
5530,1.5361111111111112,32.0,0.0,0.0,0.0,477.4257540963203,461.423476043855,432.5205534371358,399.65158725557416,377.2308941227224
5540,1.538888888888889,32.0,0.0,0.0,0.0,477.2770738332937,461.2884304056065,432.4210934372626,399.60658031032636,377.2300646703545
5550,1.5416666666666667,32.0,0.0,0.0,0.0,477.1284700979875,461.1534857173601,432.32171659496333,399.56154900263874,377.22908991753906
5560,1.5444444444444445,32.0,0.0,0.0,0.0,476.97994295433676,461.0186418186251,432.22242259743047,399.51649329375084,377.2279702931095
5570,1.5472222222222223,32.0,0.0,0.0,0.0,476.8314924655247,460.8838985491828,432.1232111333253,399.47141314554614,377.2267062242702
5580,1.55,32.0,0.0,0.0,0.0,476.68311869398616,460.7492557490871,432.0240818927712,399.4263085205473,377.2252981366042
5590,1.5527777777777778,32.0,0.0,0.0,0.0,476.534821701411,460.6147132586652,431.92503456734664,399.3811793819113,377.22374645408115
5600,1.5555555555555556,32.0,0.0,0.0,0.0,476.38660154874776,460.48027091851753,431.82606885007806,399.33602569342463,377.2220515990649
5610,1.5583333333333333,32.0,0.0,0.0,0.0,476.2384582962073,460.3459285695189,431.7271844354333,399.2908474194984,377.2202139923213
5620,1.5611111111111111,32.0,0.0,0.0,0.0,476.09039200326583,460.2116860528184,431.6283810193146,399.24564452516364,377.2182340530257
5630,1.5638888888888889,32.0,0.0,0.0,0.0,475.94240272866887,460.07754320984,431.5296582990519,399.2004169760667,377.2161121987707
5640,1.5666666666666667,32.0,0.0,0.0,0.0,475.7944905304344,459.9434998822831,431.43101597339603,399.1551647384644,377.21384884557364
5650,1.5694444444444444,32.0,0.0,0.0,0.0,475.6466554658566,459.8095559121228,431.33245374251186,399.10988777921943,377.2114444078842
5660,1.5722222222222222,32.0,0.0,0.0,0.0,475.498897591509,459.67571114161035,431.2339713079718,399.06458606579577,377.2088992985917
5670,1.575,32.0,0.0,0.0,0.0,475.35121696324796,459.5419654132735,431.135568372749,399.01925956625416,377.20621392903274
5680,1.5777777777777777,32.0,0.0,0.0,0.0,475.20361363621635,459.4083185699168,431.0372446412107,398.97390824924736,377.20338870899855
